Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.13,1,"A butterfly goes through different stages in its life cycle. Which stage comes right after the caterpillar stage in a butterfly's life cycle?",None,MC,"A) Egg, B) Pupa, C) Adult butterfly, D) Young caterpillar",B,3,3-LS1-1,1,"No phenomenon or scenario. Pure recall of butterfly life cycle sequence. No uncertainty.",1,"No science practice engaged. Recall of a sequence — no analysis, investigation, or explanation.",2,"Tests basic life cycle knowledge. Grade-appropriate DCI at definitional recall level.",1,"No CCC engagement. No patterns, cause/effect reasoning required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure sequence recall. Redesign: provide images of an unfamiliar insect's life stages (not butterfly) and ask students to arrange them and explain what evidence they used to determine the order."
Alpha Standardized Science G3.13,2,"A scientist is studying the life cycles of a butterfly and a rabbit. Which statement correctly describes a difference in how these animals develop from birth to adulthood?",None,MC,"A) The butterfly goes through metamorphosis with a caterpillar and pupa stage while the rabbit grows directly from a baby to an adult without changing form, B) The butterfly lays eggs that hatch into adult butterflies while the rabbit gives birth to live babies that grow into adults, C) The butterfly gives birth to live caterpillars while the rabbit lays eggs that hatch into baby rabbits, D) The butterfly and rabbit both go through metamorphosis changing their body form completely as they grow",A,3,3-LS1-1,2,"Provides a comparative scenario (butterfly vs. rabbit) but the task is selecting the correct factual difference — largely recall.",2,"Engages 'Constructing Explanations' at a basic level — students compare two life cycles. However, it's selecting a pre-made comparison rather than constructing one.",2,"Tests understanding of metamorphosis vs. direct development. Grade-appropriate DCI but at factual recall level.",2,"Implicitly engages Patterns (organisms develop through different patterns of growth), but students aren't asked to reason with this CCC explicitly.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Better than Q1 because it requires comparison, but still recall-level. Strengthen by providing life stage diagrams of an unfamiliar organism and asking students to determine whether it undergoes metamorphosis, citing visual evidence."
Alpha Standardized Science G3.13,3,"Which sequence correctly shows the life cycle stages of a bean plant from beginning to end?",None,MC,"A) Seedling → Adult plant with flowers → Seeds scatter → Adult plant with bean pods → Plant dies → New seed, B) Adult plant with bean pods → Seeds scatter → Adult plant with flowers → Seedling → Plant dies → New seed, C) Seed → Seedling → Adult plant with flowers → Adult plant with bean pods → Seeds scatter → Plant dies, D) Adult plant with flowers → Seedling → Adult plant with bean pods → Seeds scatter → Plant dies → New seed",C,3,3-LS1-1,1,"No phenomenon. Pure sequence ordering of bean plant life cycle. No uncertainty or reasoning demand.",1,"No science practice engaged. Ordering a known sequence is recall, not analysis or explanation.",2,"Tests plant life cycle sequence knowledge. Grade-appropriate but purely factual.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure sequence recall. Combine with Q1 and redesign: provide time-lapse observation data or images of both a plant and animal going through life stages, then ask students to compare patterns and explain why both organisms reproduce at a certain stage."
Alpha Standardized Science G3.13,4,"Sarah has a hamster named Cookie. Cookie has brown fur with white spots and loves to run on his wheel every evening. Sarah noticed that Cookie's mother also had brown fur with white spots and enjoyed running on wheels, while other hamsters in the pet store had different colors and preferred other activities. Which of the following statements best explains these observations?",None,MC,"A) Cookie learned these traits by watching other hamsters at the pet store, B) All hamsters naturally develop the same fur color and behavior as they grow older, C) Cookie's traits are completely different from all other hamsters, D) Cookie inherited these traits from his mother showing how traits can be passed from parent to offspring",D,3,3-LS3-1,3,"Provides a specific, engaging scenario with real observations (hamster's traits compared to mother's). Students must reason about why Cookie shares traits with its mother but not with unrelated hamsters.",2,"Engages 'Constructing Explanations' — students must connect observations to the concept of inheritance. However, the correct answer is fairly obvious from the scenario framing.",3,"Requires applying understanding of inheritance to explain specific observations. Students must reason about why shared parent-offspring traits differ from traits of unrelated individuals. Deeper than pure recall.",2,"Implicitly engages Patterns (parent-offspring trait similarity is a pattern) and Cause and Effect (genetic inheritance causes trait similarity), but not explicitly required.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good scenario-based question. Elevate by providing a data table of traits across multiple hamster families and asking students to identify which traits follow an inheritance pattern and explain their evidence."
Alpha Standardized Science G3.13,5,"A zookeeper is studying two adult giraffes. The female giraffe has light brown spots and is 15 feet tall. The male giraffe has dark brown spots and is 17 feet tall. Which of the following best describes their likely baby giraffe?",None,MC,"A) A giraffe with brown spots that is between 15-17 feet tall when fully grown, B) A giraffe with no spots that is exactly 16 feet tall when fully grown, C) A giraffe with stripes that is taller than both parents when fully grown, D) A giraffe with spots that is shorter than 14 feet tall when fully grown",A,3,3-LS3-1,3,"Provides specific parent trait data (spot color, height) and asks students to predict offspring traits. Genuine reasoning about how traits are inherited and vary.",2,"Engages 'Constructing Explanations' at a basic level — students predict offspring traits based on parent data. The prediction task requires some reasoning beyond recall.",3,"Requires applying understanding of inheritance and trait variation to make predictions. Students must reason that offspring traits will fall within the range of parent traits.",2,"Engages Patterns (offspring traits follow patterns based on parent traits) and Cause and Effect (genetic inheritance causes the offspring to share parent traits). Implicit but present.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good prediction question. Elevate by providing data from multiple giraffe families showing trait variation, then asking students to identify which traits show the most variation and explain what this pattern suggests about inheritance."
Alpha Standardized Science G3.13,6,"Sam can play basketball very well. Which piece of information best supports the conclusion that Sam acquired this skill through environmental influences?",None,MC,"A) Sam's parents both played basketball when they were young, B) Sam is taller than most students in his class, C) Sam practices basketball for two hours every day after school with his team, D) Sam enjoys watching basketball games on TV",C,3,3-LS3-1,2,"Provides a simple scenario (Sam plays basketball well) but the task is identifying which evidence supports environmental influence — requires some reasoning about evidence quality.",2,"Engages 'Engaging in Argument from Evidence' at a basic level — students must evaluate which piece of evidence supports a specific claim. However, the answer is fairly obvious.",2,"Tests the distinction between inherited and learned traits with a reasoning component — students must evaluate evidence, not just classify.",2,"Engages Cause and Effect (practice → skill development) implicitly but students aren't asked to explain the causal mechanism.",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Has an evidence evaluation component, lifting it above pure recall. Strengthen by providing multiple pieces of data about Sam and other basketball players and asking students to construct an argument about which factors contribute most to basketball skill."
Alpha Standardized Science G3.13,7,"A scientist studies a group of emperor penguins in Antarctica during winter. These penguins stand close together in a large group of hundreds of penguins. The penguins take turns moving from the cold outer edges to the warmer center of the group. What is the main reason these penguins form such large groups during the harsh Antarctic winter?",None,MC,"A) To make it easier for the penguins to find food in the ocean, B) To share body heat and protect each other from extreme cold temperatures, C) To protect their eggs from being stolen by predators, D) To help them swim faster through the icy water",B,3,3-LS4-2,3,"Presents a specific, engaging phenomenon (emperor penguin huddle behavior with rotation) that students must explain. Genuine puzzlement about why penguins form groups and take turns.",3,"Engages 'Constructing Explanations' — students must connect the behavior (group formation, rotation) to a survival advantage. Requires reasoning about cause and effect.",3,"Requires applying understanding of how behaviors help organisms survive in specific environments. Students reason about the function of a group behavior.",3,"Directly engages Cause and Effect (cold temperatures cause need for group warmth) and Structure and Function (group structure serves a heat-conservation function). Students must reason with CCC to answer correctly.",3.0,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good phenomenon-driven question with CCC engagement. Elevate to High Guided by asking: 'Why do the penguins take turns moving from the edge to the center?' — requiring students to reason about both Cause and Effect and Systems thinking."
Alpha Standardized Science G3.13,8,"A student found a seashell fossil deep inside a rock while hiking in a forest far from any ocean. The fossil was completely surrounded by rock that had many layers. What does this fossil tell us about what this place was like long ago?",None,MC,"A) This place used to be a forest where shells were found on the ground, B) This place used to be a desert where wind blew shells around, C) This place used to be completely underwater where sea animals lived and died, D) This place used to be where birds dropped shells they collected",C,3,3-LS4-1,3,"Presents a specific, puzzling phenomenon (seashell fossil in a forest) that students must explain. Real scientific reasoning about how fossils serve as evidence of past environments.",3,"Engages 'Constructing Explanations from Evidence' — students must use fossil evidence to reason about past conditions. The explanation requires connecting evidence to a conclusion.",3,"Requires applying understanding of fossils as evidence of past environments. Students must reason about what the fossil tells us, not just define what a fossil is.",2,"Engages Cause and Effect (ocean conditions caused the organism to live there → burial → fossil formation) implicitly. Could engage Scale (time scale of geological change) but doesn't explicitly require it.",2.75,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good evidence-based reasoning question. Elevate by presenting multiple fossil types found at the same location and asking students to construct a more detailed explanation of the past environment, citing evidence from each fossil."
Alpha Standardized Science G3.13,9,"Which combination of features would most help an animal best survive in a cold, snowy environment?",None,MC,"A) Thin fur and blubber, B) Small eyes and light body for swimming, C) Long tail and small ears, D) Thick fur and short legs",D,3,3-LS4-3,2,"Presents a general scenario (cold, snowy environment) but the task is selecting the best trait combination — largely recall of adaptation knowledge.",2,"Engages 'Constructing Explanations' at a basic level — students connect traits to environmental demands. However, it's largely selecting from common knowledge.",2,"Tests understanding of adaptation and structure-function relationships. Grade-appropriate but at a basic application level.",2,"Engages Structure and Function (thick fur → warmth, short legs → heat conservation) implicitly, but students aren't asked to explain the mechanism.",2.0,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Basic trait-environment matching. Redesign: provide data about multiple Arctic animals with specific measurements (fur thickness, body size, ear size) and ask students to identify the pattern and explain why smaller ears are found in colder climates."
Alpha Standardized Science G3.13,10,"Which habitat would a penguin have the MOST difficulty surviving in?",None,MC,"A) A cold ocean environment with plenty of fish and ice floes, B) A warm desert with very little water and high temperatures, C) A rocky coastal area with access to both land and water, D) A cold mountain region with snow and some fish-filled lakes",B,3,3-LS4-3,2,"Presents a basic habitat-matching task. Students must evaluate which environment is least suitable for a penguin. Low reasoning demand — desert is obviously wrong for a penguin.",1,"No meaningful practice engagement. Selecting the obviously wrong habitat is recall-based, not analytical.",2,"Tests basic understanding of organism-habitat relationships. Grade-appropriate but at the simplest level.",1,"No explicit CCC engagement. Could engage Structure and Function but the answer is too obvious to require reasoning.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Too easy — the answer is obvious without any science knowledge. Replace with a question that provides data about a penguin's specific adaptations and an unfamiliar habitat, asking students to predict whether it could survive and explain their reasoning."
