Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.4,1,"The graph shows the average daily temperatures for each month in Sydney, Australia. What does the graph tell us?","Graph showing average daily temperatures for each month in Sydney, Australia.",MC,"A) The numbers on the graph predict exactly the high and low temperatures each day, B) The graph shows temperatures from many years to provide information about Sydney's climate, C) The numbers help identify the exact amount of precipitation each month, D) The graph shows exact temperatures each day will have each month",B,3,3-ESS2-2,3,"Real climate data graph for Sydney. Students must interpret what the graph tells us about climate vs. weather.",3,"Engages 'Analyzing and Interpreting Data' — students evaluate what a climate graph communicates and distinguish climate from weather data.",3,"Requires understanding the difference between climate data patterns and specific weather predictions.",3,"Engages Patterns (long-term temperature patterns define climate).",3.0,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent data interpretation question. Students distinguish climate patterns from specific weather predictions."
Alpha Standardized Science G3.4,2,"Plant Exchange: Students from Louisiana wetlands exchanged plants with Arizona desert students. Which observation best supports the claim that plants from the wetlands cannot survive in the desert?","Data table comparing water hyacinth (wetland) and prickly pear (desert) characteristics; experiment setup described.",MC,"A) Arizona students saw water hyacinth received a lot of sunlight, B) Louisiana students observed water hyacinth floated on top of water, C) Arizona students saw water hyacinth turned brown and stopped growing, D) Louisiana students saw water hyacinth grew quickly with lots of water",C,3,3-LS4-3,4,"Rich experimental scenario with controlled plant exchange between two ecosystems. Real data and observations.",4,"Engages 'Engaging in Argument from Evidence' — students must select the observation that best supports a specific claim. High-level practice engagement.",3,"Requires understanding of organism-environment relationships and using evidence to support claims about survival.",3,"Engages Cause and Effect (desert conditions → wetland plant failure) and Structure and Function.",3.5,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent evidence-based reasoning question. One of the strongest items in any G3 test. Rich experimental context."
Alpha Standardized Science G3.4,3,"Plant Exchange: Which observation best supports the claim that plants from the desert do not grow well in the wetlands?","Same plant exchange experiment context.",MC,"A) Louisiana students saw prickly pear turned pale and grew slowly, B) Louisiana students saw prickly pear grew spines instead of leaves, C) Arizona students saw prickly pear grew roots deep into ground, D) Arizona students saw prickly pear produced flowers and a few fruits",A,3,3-LS4-3,4,"Continuation of rich plant exchange experiment. Students evaluate a second claim using different evidence.",4,"Engages 'Engaging in Argument from Evidence' — selecting supporting evidence for a different claim from the same experiment.",3,"Requires applying understanding of how organisms are adapted to specific environments.",3,"Engages Cause and Effect (wetland conditions → desert plant struggles).",3.5,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent companion to Q2. Together they form a strong evidence-evaluation pair from a real experiment."
Alpha Standardized Science G3.4,4,"Nathan and Kara use cloth to charge a glass rod. After experiments, which question are they most likely trying to investigate?","Diagram showing two experiments with glass rod, cloth, and paper pieces (396x340).",MC,"A) Does the length of time the glass rod is covered affect how long it stays charged?, B) Does a glass rod need to touch pieces of paper to pick them up?, C) How can we charge a rod using cloth to attract pieces of paper?, D) Which glass rod can attract pieces of paper from a greater distance?",C,3,3-PS2-3,3,"Experimental scenario with visual data showing two static electricity experiments.",3,"Engages 'Planning and Carrying Out Investigations' — students identify the research question from experimental evidence.",3,"Requires understanding of static electricity and experimental design at application level.",2,"Engages Cause and Effect (rubbing cloth on rod → electric charge → attraction).",2.75,High Guided,Meets,Meets,Meets,Meets,Strong,"Strong investigation question. Students identify the research question from an experimental setup."
Alpha Standardized Science G3.4,5,"A scientist studied rock layers on a cliff: top = fossilized sand dunes, middle = coral/clamshells/shark teeth, bottom = fern leaves. What is the correct order of environments from oldest to youngest?","Diagram of cliff layers with fossils (286x80).",MC,"A) desert, ocean, forest, B) desert, forest, ocean, C) ocean, forest, desert, D) forest, ocean, desert",D,3,3-LS4-1,3,"Rich fossil evidence scenario with multiple rock layers. Students must reason about environmental change over time.",3,"Engages 'Constructing Explanations from Evidence' — using fossil evidence across rock layers to reconstruct past environments.",3,"Requires understanding that fossils indicate past environments and that bottom layers are oldest.",3,"Engages Stability and Change (environments changed over time) and Patterns (specific fossils → specific environments).",3.0,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent multi-layer fossil reasoning question. Students must apply both stratigraphy and fossil-environment relationships."
Alpha Standardized Science G3.4,6,"Male mockingbirds sing complicated songs and dance. How do these behaviors provide advantages in reproducing?",None,MC,"A) These behaviors attract prey, B) These behaviors scare predators away, C) These behaviors get the attention of female mockingbirds, D) These behaviors scare insects away",C,3,3-LS4-3,2,"Brief behavioral scenario but no data. Students identify reproductive advantage.",1,"No meaningful practice engagement. Selecting the correct function of a behavior.",2,"Tests understanding of behavioral adaptations for reproduction. Basic application.",2,"Engages Cause and Effect (singing/dancing → attracting mates → reproductive advantage).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on mating success rates for birds with different song complexity levels."
Alpha Standardized Science G3.4,7,"Tundra Animals passage: Which statement best explains one reason why musk oxen live in groups?","Tundra Animals passage with images of caribou and musk ox.",MC,"A) It allows them to share their food, B) It allows them to provide shade for their young, C) It allows them to travel a long way without getting lost, D) It allows them to stay warm when the tundra is very cold",D,3,3-LS2-1,3,"Rich informational passage about tundra animals with specific details about group behavior.",2,"Engages 'Constructing Explanations from Evidence' — students must use passage evidence to explain group behavior benefit.",3,"Requires applying understanding from the passage to identify the survival benefit of group living.",2,"Engages Cause and Effect (pressing together → staying warm in cold).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good passage-based question. Elevate by providing temperature data for grouped vs. isolated musk oxen."
Alpha Standardized Science G3.4,8,"A student argues musk oxen face out when forming a circle because it helps them survive. Which statement is evidence that best supports this argument?","Image 3 showing musk oxen in defensive circle formation (650x261).",MC,"A) Oxen face outward toward the sun so the herd stays warmer, B) Oxen face outward to defend against predators by facing their horns outward, C) Oxen face outward so they can walk while pressed together, D) Oxen face outward so they can find food by seeing in all directions",B,3,3-LS2-1,3,"Continuation of tundra passage with specific visual evidence (Image 3). Students evaluate argument from evidence.",3,"Engages 'Engaging in Argument from Evidence' — students must select the best supporting evidence for a specific claim about survival behavior.",3,"Requires connecting the physical structure (horns facing out) to the survival function (defense against predators).",2,"Engages Structure and Function (horns outward → defense) and Cause and Effect.",2.75,High Guided,Meets,Meets,Meets,Meets,Strong,"Strong evidence-based reasoning question using passage data. Students evaluate which evidence supports a survival claim."
Alpha Standardized Science G3.4,9,"How does staying with the herd instead of going off by themselves help the female caribou?","Tundra Animals passage context.",MC,"A) In a large herd, more individuals can keep watch for predators, B) In a large herd, more individuals are able to hunt for prey, C) In a large herd, young caribou can find food by their own, D) In a large herd, fewer individuals are likely to become sick",A,3,3-LS2-1,3,"Continuation of tundra passage. Students apply passage information to explain herd behavior benefit.",2,"Engages 'Constructing Explanations from Evidence' — using passage evidence about caribou behavior.",3,"Requires applying understanding of group behavior benefits for predator avoidance.",2,"Engages Cause and Effect (large herd → more watchers → better predator detection).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good passage-based question. Together with Q7-Q8, forms a strong cluster of evidence-based reasoning about group behavior."
Alpha Standardized Science G3.4,10,"A giraffe is well-suited to its environment on the African savanna. Which trait is an adaptation that allows it to feed on leaves other animals cannot reach?",None,MC,"A) Its large gentle eyes for seeing predators, B) Its long neck enabling it to reach high branches, C) The unique patterns on its coat providing camouflage, D) Its ability to go without water for long periods",B,3,3-LS4-3,1,"No scenario. Pure identification of functional adaptation.",1,"No practice engagement. Recall/identification task.",2,"Tests understanding of structure-function relationship. Recall level.",1,"Engages Structure and Function implicitly but not required for answer.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide comparative data on giraffe feeding heights vs. other herbivores and ask students to explain the advantage."
Alpha Standardized Science G3.4,11,"Which of these traits in humans would be considered an inherited trait?",None,MC,"A) Being able to swim, B) A scar from a bicycle accident, C) The skin color, D) Knowing how to play the guitar",C,3,3-LS3-1,1,"No scenario. Pure classification of inherited vs. learned/acquired traits.",1,"No practice engagement. Recall/classification.",2,"Tests understanding of inherited vs. acquired traits. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide family trait data and ask students to classify each as inherited or acquired with evidence."
Alpha Standardized Science G3.4,12,"Which of the following is NOT capable of pollinating flowers?",None,MC,"A) Wind, B) Water, C) Birds, D) Sunlight",D,3,3-LS1-1,1,"No scenario. Pure recall about pollination agents.",1,"No practice engagement. Recall.",1,"Tests basic knowledge of pollination. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from pollination experiments with different agents and ask students to identify patterns."
Alpha Standardized Science G3.4,13,"Orca whale passage: Based on life cycles of orcas and dolphins, how are they alike?","Life cycle diagrams for orca (409x437) and dolphin (448x259).",MC,"A) Both are born and then grow, B) They both go through death before reproduction, C) Both are adults and then are born, D) They both go through growth before birth",A,3,3-LS1-1,3,"Comparative life cycle diagrams for two marine mammals. Students compare and identify similarities.",2,"Engages 'Analyzing and Interpreting Data' — comparing two visual life cycle diagrams.",2,"Tests understanding of common life cycle stages across species. Application level.",2,"Engages Patterns (common life cycle patterns across organisms).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good comparative question with visual data. Elevate by providing more detailed life cycle data for comparison."
Alpha Standardized Science G3.4,14,"Which of the following is not a life cycle stage that both plants and animals have in common?",None,MC,"A) Death, B) Flowering, C) Reproduction, D) Growth",B,3,3-LS1-1,1,"No scenario. Pure recall about common life cycle stages.",1,"No practice engagement. Recall.",2,"Tests understanding of universal vs. plant-specific life cycle stages.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide life cycle data for multiple plants and animals and ask students to identify shared and unique stages."
