Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.5,1,"Choose the correct word for the definition: What the atmosphere is like at a certain place and time.",None,MC,"A) weather, B) climate, C) weather hazard, D) season",A,3,3-ESS2-2,1,"No scenario. Pure vocabulary definition recall.",1,"No practice engagement. Recall.",1,"Tests vocabulary definition. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide weather data for a specific day and climate data for a region and ask students to distinguish between them."
Alpha Standardized Science G3.5,2,"Complete the sentence: Climate is the —",None,MC,"A) weather you see outside right now, B) rain or snow outside, C) winter weather, D) average daily weather over an extended period at a particular location",D,3,3-ESS2-2,1,"No scenario. Pure vocabulary definition recall.",1,"No practice engagement. Recall.",1,"Tests vocabulary definition. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Combine with Q1 into a single data-driven question comparing weather data and climate data."
Alpha Standardized Science G3.5,3,"Complete the sentence: Different organisms vary in how they look and function because they have —",None,MC,"A) feelings, B) styles, C) inherited traits, D) none of these",C,3,3-LS3-1,1,"No scenario. Sentence completion. Pure recall.",1,"No practice engagement. Recall.",1,"Tests basic vocabulary. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide family trait data and ask students to identify the reason for variation using evidence."
Alpha Standardized Science G3.5,4,"Complete the sentence: An example of an acquired trait is —",None,MC,"A) a scar, B) fur pattern, C) flower color, D) how much water a plant needs, E) ability to see",A,3,3-LS3-2,1,"No scenario. Classification recall.",1,"No practice engagement. Recall.",2,"Tests basic understanding of acquired vs. inherited traits.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"5-option MC format is non-standard. Provide data on traits across generations and ask students to classify."
Alpha Standardized Science G3.5,5,"Complete the sentence: An example of an inherited trait is —",None,MC,"A) a broken leg, B) learning to juggle, C) being good at swimming, D) eye color",D,3,3-LS3-1,1,"No scenario. Classification recall.",1,"No practice engagement. Recall.",2,"Tests basic understanding of inherited traits.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide family trait data across generations and ask students to identify inherited patterns."
Alpha Standardized Science G3.5,6,"Which of the following DOES NOT show an example of how living in a group benefits some animals?",None,MC,"A) It gives them protection, B) They share responsibility of raising young, C) They have social structures that help survive, D) They attract more predators",D,3,3-LS2-1,1,"No scenario. Identifying the non-example from a list.",1,"No practice engagement. Recall/elimination.",2,"Tests understanding of group behavior benefits. Basic application.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on survival rates for grouped vs. solitary animals and ask students to analyze."
Alpha Standardized Science G3.5,7,"If you drop an object off a roof and it falls downward, this is because of —",None,MC,"A) the Earth's gravitational pull, B) static electricity, C) balanced forces, D) magnetic energy",A,3,3-PS2-1,1,"No scenario. Pure recall of gravity concept.",1,"No practice engagement. Recall.",1,"Tests basic knowledge of gravity. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from drop experiments at different heights and ask students to identify the force causing the pattern."
Alpha Standardized Science G3.5,8,"What causes an object to move?",None,MC,"A) unbalanced forces, B) balanced forces, C) contact forces, D) no force",A,3,3-PS2-1,1,"No scenario. Pure recall.",1,"No practice engagement. Recall.",1,"Tests basic force concept. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide force data from experiments and ask students to identify when objects moved vs. stayed still."
Alpha Standardized Science G3.5,9,"What causes hair to stand up when you rub a balloon on it?",None,MC,"A) a magnetic field, B) gravity, C) static electricity, D) friction",C,3,3-PS2-3,1,"No scenario. Pure recall of static electricity.",1,"No practice engagement. Recall.",2,"Tests basic knowledge of static electricity. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from rubbing different materials together and their effects. Ask students to identify the pattern."
Alpha Standardized Science G3.5,10,"If each girl is pulling using the same force, is there likely to be movement and in which direction?","Image showing two girls pulling rope from opposite sides (508x248).",MC,"A) No because forces are balanced, B) No because forces are unbalanced, C) Yes and it will move to the right, D) Yes and it will move to the left",A,3,3-PS2-1,2,"Simple visual scenario with two girls in tug-of-war.",1,"No meaningful practice. Force balance identification.",2,"Tests understanding of balanced forces. Basic application with visual.",2,"Engages Cause and Effect (equal forces → no movement).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Note: Answer key says C but context suggests A (balanced forces). Provide force magnitude data and ask students to predict outcomes."
Alpha Standardized Science G3.5,11,"How would you describe the temperature in an arctic climate compared to a tropical climate based on these graphs?","Two climate graphs comparing Nuuk Greenland (arctic) and Nosy Be Madagascar (tropical) (674x500 and 660x487).",MC,"A) Arctic temperatures same as tropical, B) Arctic temperatures much higher than tropical, C) No way to compare with just graphs, D) Arctic temperatures much lower than tropical",D,3,3-ESS2-2,3,"Real climate data graphs for two contrasting locations. Students must compare and interpret graphical data.",3,"Engages 'Analyzing and Interpreting Data' — students compare two climate graphs to draw conclusions about temperature differences.",3,"Requires interpreting real climate data from graphs and comparing across locations.",3,"Engages Patterns (temperature patterns differ between climate zones).",3.0,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent data-driven comparison question. Students interpret and compare real climate graphs."
Alpha Standardized Science G3.5,12,"Gary sees a blizzard warning. Which will NOT help stay safe during a blizzard?",None,MC,"A) first aid kit, B) fan, C) food, D) blankets",B,3,3-ESS3-1,2,"Brief real-world scenario about blizzard preparation.",1,"No meaningful practice. Elimination/identification.",2,"Tests understanding of weather hazard preparedness. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on blizzard survival strategies and outcomes and ask students to evaluate which are most effective."
Alpha Standardized Science G3.5,13,"Which animal demonstrates a trait that helps it survive and hide from predators?","Four animal images showing different camouflage situations.",MC,"A) [Animal A], B) [Animal B], C) [Camouflaged animal C], D) [Animal D]",C,3,3-LS4-3,2,"Visual scenario with animal images. Students identify camouflage.",2,"Engages 'Analyzing and Interpreting Data' — comparing visual evidence of camouflage across four animals.",2,"Tests understanding of camouflage as a survival adaptation.",2,"Engages Structure and Function (coloring → blending in → survival).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good visual comparison. Elevate by providing data on predation rates for camouflaged vs. non-camouflaged animals."
Alpha Standardized Science G3.5,14,"How is the life cycle of a duck different than the life cycle of a lion?",None,MC,"A) Lions hatch from eggs and ducks do not, B) Lions have adult phase and ducks do not, C) Ducks have adult phase and lions do not, D) Baby ducks hatch from eggs and lions do not",D,3,3-LS1-1,1,"No scenario. Pure comparison recall.",1,"No practice engagement. Recall.",2,"Tests understanding of different reproductive strategies.",1,"Engages Patterns implicitly (hatching vs. live birth).",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide life cycle data for multiple animals and ask students to compare and identify patterns."
Alpha Standardized Science G3.5,15,"Monarch butterflies fly south when daylight decreases as winter approaches. This is an example of an organism —",None,MC,"A) migrating, B) germinating, C) escaping predators, D) recycling nutrients",A,3,3-LS2-1,2,"Brief scenario about monarch behavior. Classification task.",1,"No practice engagement. Vocabulary classification.",2,"Tests knowledge of migration as a behavior. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on monarch migration routes and survival rates and ask students to explain the advantage."
Alpha Standardized Science G3.5,16,"A turtle will be best camouflaged when it —",None,MC,"A) swims quickly in the water, B) blends in with its environment, C) sits in the sunlight, D) eats both plants and animals",B,3,3-LS4-3,1,"No scenario. Pure recall of camouflage concept.",1,"No practice engagement. Recall.",2,"Tests basic understanding of camouflage.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on turtle survival rates in different environments and ask students to identify the pattern."
Alpha Standardized Science G3.5,17,"Weather data table for Rochester NY in June. What is the predicted highest air temperature for June 29?","Data table showing predicted weather for 3 days in Rochester (644x327).",MC,"A) 56°F, B) 72°F, C) 75°F, D) 80°F",B,3,3-ESS2-2,3,"Real weather data table. Students must read and interpret data.",2,"Engages 'Analyzing and Interpreting Data' — reading a data table to find specific information.",2,"Tests ability to read and interpret weather data tables.",2,"Engages Patterns (reading data patterns from a table).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Data is present but task is simple data lookup. Elevate by asking students to compare data and make predictions."
Alpha Standardized Science G3.5,18,"Which diagram has the stages of plant development labeled correctly?","Four diagrams of plant development stages with labels.",MC,"A) [Diagram A], B) [Diagram B], C) [Diagram C], D) [Correctly labeled diagram D]",D,3,3-LS1-1,2,"Visual diagrams of plant stages. Students identify correct labeling.",1,"No meaningful practice. Matching/identification task.",2,"Tests knowledge of plant development stages. Application with visuals.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide plant growth data over time and ask students to match stages to evidence."
Alpha Standardized Science G3.5,19,"The diagram shows the development of a butterfly. This sequence of changes is called —","Butterfly development diagram (516x506).",MC,"A) hibernation, B) migration, C) a life span, D) a life cycle",D,3,3-LS1-1,2,"Visual diagram but task is vocabulary identification.",1,"No practice engagement. Vocabulary recall.",1,"Tests vocabulary. Pure recall.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide unfamiliar organism development data and ask students to identify if it follows a life cycle pattern."
Alpha Standardized Science G3.5,20,"Students placed two sets of identical magnets near each other. After diagram shows one set attracted and one did not. Which statement best explains?","Before and after diagrams showing two sets of magnets with different outcomes (343x471).",MC,"A) First set moved together because opposite poles attracted, B) Second set didn't move because distance was too large, C) First set moved because north pole was stronger than south, D) Second set didn't move because they need electricity",A,3,3-PS2-3,3,"Experimental scenario with visual data (before/after) showing two different magnet outcomes.",3,"Engages 'Constructing Explanations from Evidence' — using visual evidence to explain different outcomes for two magnet configurations.",2,"Tests understanding of magnetic pole interactions and attraction.",2,"Engages Cause and Effect (opposite poles → attraction, same poles → no attraction).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good visual comparison scenario. Elevate by adding data from multiple magnet configurations."
Alpha Standardized Science G3.5,21,"Dolphins live in pods. Which two activities are easier because they live in a pod?","Image of dolphin pod (532x331).",MSA,"A) communicating with different species, B) swimming in calm waters, C) breathing above surface, D) hunting for prey, E) finding a mate","D, E",3,3-LS2-1,2,"Brief scenario about dolphin group behavior. Multi-select.",2,"Engages 'Constructing Explanations' — reasoning about which activities benefit from group living.",2,"Tests understanding of group behavior benefits. Application level.",2,"Engages Cause and Effect (group living → easier hunting and mating).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Partially Meets,Needs Improvement,"Multi-select adds complexity. Provide data on pod vs. solo dolphin hunting success rates."
Alpha Standardized Science G3.5,22,"Blackbirds eat small seeds with hard shells. Which part of the bird helps it crack open the seed?","Image of blackbird (413x341).",MC,"A) eyes, B) beak, C) feathers, D) wing",B,3,3-LS4-3,2,"Brief scenario with visual but task is simple identification.",1,"No practice engagement. Structure-function identification.",2,"Tests basic structure-function relationship. Recall level.",1,"Engages Structure and Function implicitly.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide beak shape data for multiple bird species and their diets and ask students to identify the pattern."
Alpha Standardized Science G3.5,23,"A student makes a box with a hidden magnet. Paper clip on a string moves toward a specific position. Which number shows where the magnet is hidden?","Diagram showing box with numbered positions and paper clip on string (335x425).",MC,"A) 1, B) 2, C) 3, D) 4",A,3,3-PS2-3,3,"Interesting spatial reasoning scenario. Students use evidence of magnetic attraction direction to locate hidden magnet.",2,"Engages 'Constructing Explanations from Evidence' — using the paper clip's movement direction to infer magnet location.",2,"Tests understanding of magnetic attraction and spatial reasoning.",2,"Engages Cause and Effect (magnet position → paper clip direction).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good reasoning-from-evidence question. Elevate by providing multiple paper clip positions and asking students to triangulate."
Alpha Standardized Science G3.5,24,"What is a fossil?",None,MC,"A) A living example of a plant or animal, B) Preserved parts or traces of animals or plants that lived in the past, C) A type of underwater shell, D) Rocks and minerals that can be combined",B,3,3-LS4-1,1,"No scenario. Pure definition recall.",1,"No practice engagement. Recall.",1,"Tests vocabulary definition. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide fossil images and ask students to compare them with modern organisms to draw conclusions."
Alpha Standardized Science G3.5,25,"Which statement is something fossils CANNOT tell us about a plant or animal?",None,MC,"A) What the organisms liked or disliked, B) How organisms have changed over time, C) What an organism looked like, D) When the organism lived on Earth",A,3,3-LS4-1,1,"No scenario. Understanding limitations of fossil evidence.",1,"No practice engagement. Recall with reasoning.",2,"Tests understanding of what fossils can and cannot reveal. Application level.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide actual fossil evidence and ask students to identify what can and cannot be determined."
Alpha Standardized Science G3.5,26,"What are the dangers of a blizzard?",None,MC,"A) It might ruin a picnic, B) It can cause cold weather injuries and make travel dangerous, C) It can make people too hot, D) It can cause sunburn",B,3,3-ESS3-1,1,"No scenario. Pure recall. Identical to G3.4 Q28.",1,"No practice engagement. Recall.",1,"Tests basic knowledge of blizzard dangers. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on blizzard impacts and ask students to analyze patterns and design safety solutions."
Alpha Standardized Science G3.5,27,"Mouse species with light and dark fur on different colored ground. Hawks move in. Which diagram shows how population most likely changed?","Diagram showing mice on different colored ground (324x192); four answer diagrams showing population changes.",MC,"A) [Population change A], B) [Population change B], C) [Population change C], D) [Mice matched to ground color survive]",D,3,3-LS4-3,4,"Rich scenario with visual data showing predator-prey interaction and natural selection of camouflage. Multi-step reasoning required.",3,"Engages 'Constructing Explanations from Evidence' — students must reason about which mice survive based on camouflage advantage and predict population change.",3,"Requires understanding of how camouflage provides survival advantage against predators and predicting population outcomes.",3,"Engages Cause and Effect (camouflage → survival → population change) and Patterns.",3.25,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent question approaching Doing Science level. Students predict population changes based on camouflage and predation."
