Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.16,1,"Life cycles of cockroach and housefly shown. Which statement correctly describes these two life cycles?","Comparative life cycle diagrams for cockroach (incomplete metamorphosis) and housefly (complete metamorphosis) (1218x690).",MC,"A) Both have exactly three stages, B) Both begin with egg and end with adult, C) In both the young looks similar to adult, D) Both include a pupa stage",B,3,3-LS1-1,3,"Rich visual data showing two different life cycles side by side. Students must compare and identify the correct description.",3,"Engages 'Analyzing and Interpreting Data' — students compare two visual life cycle diagrams and evaluate which statement accurately describes both.",3,"Requires understanding of different metamorphosis types and identifying what is common to both. Deep DCI engagement.",2,"Engages Patterns (identifying common pattern across different life cycles).",2.75,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Strong comparative analysis question with real visual data. One of the best G3.16 items."
Alpha Standardized Science G3.16,2,"Which statement correctly describes a unique feature in the life cycle of insects like butterflies?",None,MC,"A) They undergo metamorphosis changing from larva to chrysalis to adult, B) They are born live from their mother, C) They have a simple life cycle of birth growth reproduction and death, D) They lay eggs in water where young develop",A,3,3-LS1-1,1,"No scenario. Asks about butterfly metamorphosis as isolated fact.",1,"No practice engagement. Recall.",2,"Tests understanding of complete metamorphosis. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide unfamiliar insect life cycle data and ask students to classify the metamorphosis type."
Alpha Standardized Science G3.16,3,"Which correctly describes the sequence in a flowering plant's life cycle?",None,MC,"A) Seed produces flowers first then roots, B) Adult develops from fruit then produces flowers, C) Seed develops into seedling then adult plant that produces flowers fruit and seeds, D) Seedling transforms into seed then grows",C,3,3-LS1-1,1,"No scenario. Pure sequence recall.",1,"No practice engagement. Ordering memorized sequence.",2,"Tests plant life cycle sequence knowledge. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide plant growth observation data and ask students to identify stages from evidence."
Alpha Standardized Science G3.16,4,"A class makes a chart showing students with different colored eyes. Which claim is best supported by the data?","Eye color data chart: Brown=14, Blue=10.",MC,"A) All students inherit brown eyes, B) Blue-eyed students will eventually have brown eyes, C) Students can inherit different eye color traits from parents, D) Eye color is not inherited",C,3,3-LS3-1,3,"Real classroom data about trait variation. Students must use data to support a claim.",3,"Engages 'Using Mathematics and Computational Thinking' and 'Engaging in Argument from Evidence' — students evaluate which claim the data supports.",3,"Requires using data evidence to evaluate claims about inheritance. Goes beyond recall.",2,"Engages Patterns (variation in eye color is a pattern in the data).",2.75,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Strong data-driven question. Students evaluate claims using real classroom data."
Alpha Standardized Science G3.16,5,"Which animal characteristic is NOT inherited from parents?",None,MC,"A) A budgerigar's black-and-white wing pattern, B) A dog's ability to respond to its name, C) A mandrill's colorful facial markings, D) A lion's round ear shape",B,3,3-LS3-1,1,"No scenario. Identifying the learned behavior from a list.",1,"No practice engagement. Classification task.",2,"Tests understanding of inherited vs. learned traits. Recall with minor reasoning.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on animal traits across generations and ask students to classify each as inherited or learned with evidence."
Alpha Standardized Science G3.16,6,"A student notices she and her mother have naturally curly hair while her friend got curly hair from a salon treatment. Which statement correctly identifies these traits?",None,MC,"A) Acquired because environmental factors, B) Acquired because it's a physical characteristic, C) Inherited because passed from parent, D) Inherited because she combs it every day",C,3,3-LS3-2,3,"Rich scenario comparing natural curly hair (inherited) with salon curly hair (acquired). Natural controlled comparison.",2,"Engages 'Constructing Explanations' — students distinguish inherited from acquired traits using a real-world comparison.",3,"Requires understanding the difference between inherited and environmentally acquired traits. Goes beyond simple recall.",2,"Engages Cause and Effect (genetics → natural curly hair vs. salon treatment → artificial curly hair).",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good comparison scenario. Elevate by providing data on multiple traits across families showing both inherited and environmental variation."
Alpha Standardized Science G3.16,7,"During winter caribou face challenging conditions. Which best describes an adaptation that helps caribou survive in cold?",None,MC,"A) Change color to white to blend with snow, B) Hibernate in underground burrows, C) Store food in hidden caches, D) Thick fur provides insulation against cold",D,3,3-LS4-3,2,"Brief environmental context but no specific data or observation.",1,"No meaningful practice. Selecting the correct adaptation.",2,"Tests understanding of structural adaptations for cold environments. Recall level.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on fur thickness and body temperature in different conditions and ask students to analyze the pattern."
Alpha Standardized Science G3.16,8,"A scientist finds seashell and pine cone fossils at the same place. What does this suggest about the environment long ago?",None,MC,"A) Environment changed over time from water to land, B) Pine trees used to grow underwater, C) Fossils came from two different continents, D) Seashells were blown into the forest by wind",A,3,3-LS4-1,2,"Brief fossil discovery scenario. Students reason about past environmental change from evidence.",2,"Engages 'Constructing Explanations from Evidence' — reasoning from fossil evidence to environmental conclusions.",2,"Tests understanding that fossils indicate past environments. Application level.",2,"Engages Stability and Change (environment changed over time).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Add more fossil details (layer information, specific organisms) and ask students to construct a detailed timeline."
Alpha Standardized Science G3.16,9,"Which trait of an elephant functions as an adaptation that helps it survive?",None,MC,"A) Gray skin for decoration, B) Trunk for gathering food and water, C) Large ears for attracting mates, D) Tusks for displaying age",B,3,3-LS4-3,1,"No scenario. Pure identification of functional adaptation.",1,"No practice engagement. Recall.",2,"Tests understanding of structure-function relationship. Recall level.",1,"Engages Structure and Function implicitly but not required for answer.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide comparative data on elephant traits across different habitats and ask students to explain how each adaptation provides advantage."
Alpha Standardized Science G3.16,10,"Which ecosystem is characterized by minimal rainfall thin nutrient-poor soil and water conservation adaptations?",None,MC,"A) Desert, B) Tropical rain forest, C) Temperate deciduous forest, D) Tide pool",A,3,3-LS4-4,2,"Multi-clue description but task is matching characteristics to a known ecosystem.",1,"No meaningful practice. Classification/matching task.",2,"Tests ecosystem identification from characteristics. Application level.",2,"Engages Patterns (characteristic patterns define ecosystems).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide actual climate data for multiple ecosystems and ask students to compare and classify."
