Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.16,1,"For a person to see an object in a dark room, which must occur?",None,MC,"A) The person must be close to the object, B) A light source must be present and light must reflect off the object to the person's eyes, C) The person's eyes must adjust to the dark, D) The object must produce its own light",B,4,4-PS4-2,3,"Real scenario situating vision in a dark room. Students must reason about the requirements for sight — light source plus reflection — rather than just recall. Engages a common misconception that eyes adjust to see in total darkness.",3,"Students construct an explanation for how vision works by reasoning about light pathways. Engages Constructing Explanations about the mechanism of sight.",3,"Requires understanding that vision depends on light reflecting off objects into the eyes. Goes beyond naming light to explaining the full pathway. Application-level.",3,"Engages Cause and Effect — light source (cause) reflects off object (mechanism) allowing vision (effect). Students must reason about the causal chain.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good conceptual question targeting a common misconception. Strengthen by asking a Part B where students explain why a person still cannot see an object behind them even with a light source, requiring deeper reasoning about light paths."
Alpha Standardized Science G4.16,2,"An organism lives in water and on land, has smooth moist skin, lays eggs in water without shells, and its young breathe through gills. Which group does this organism belong to?",None,MC,"A) Reptiles, B) Mammals, C) Amphibians, D) Fish",C,4,4-LS1-1,2,"Provides characteristic descriptions but the question reduces to matching traits to a classification group. Minimal reasoning required beyond recall of classification criteria.",2,"Students classify an organism based on given traits. Limited practice engagement — straightforward matching rather than investigation or explanation.",2,"Tests understanding of amphibian characteristics. Recall of classification criteria applied to a description. Does not require reasoning about structure-function relationships.",1,"No CCC explicitly engaged. Classification without reasoning about why these traits matter for survival.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure classification recall. Redesign by presenting an unknown organism with ambiguous traits and asking students to argue which group it belongs to using evidence about structure-function relationships."
Alpha Standardized Science G4.16,3,"A student is studying the path oxygen takes through the body. Which diagram BEST shows the correct path?","Four diagrams showing different oxygen pathways through the body",MC,"A) O2 enters lungs then moves into bloodstream then flows to heart then pumped to body cells then cells use O2 and release CO2, B-D) Incorrect oxygen pathway sequences",A,4,4-LS1-1,3,"Real study scenario where students must trace oxygen through body systems. Requires understanding of how multiple organ systems work together in sequence.",3,"Students evaluate models (diagrams) of oxygen transport. Engages Developing and Using Models — students must select the model that correctly represents the pathway.",3,"Requires understanding the sequence of oxygen transport through respiratory and circulatory systems. Goes beyond naming organs to understanding functional sequence. Application-level.",3,"Engages Systems and System Models — lungs, bloodstream, heart, and cells function as an interconnected system. Students must reason about how parts work together.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good systems-level question. Could be elevated by asking students to explain what happens when one part of the pathway is compromised (e.g., blocked artery) and predict the effect on cells."
Alpha Standardized Science G4.16,4,"Choose all processes that correctly occur in animal digestive systems.",None,MS,"A) Small intestine has blood vessels that absorb nutrients into the bloodstream, B) Specialized adaptations like flexible esophagus allow food to pass through, C) Incorrect process, D) Incorrect process, E) Food is broken down progressively through different parts of the digestive system","B, A, E",4,4-LS1-1,2,"Provides statements about digestive processes. Students must evaluate accuracy of each statement. Some reasoning required but primarily recall of digestive system facts.",2,"Students evaluate multiple claims about digestive processes. Engages Engaging in Argument from Evidence at a basic level — distinguishing correct from incorrect statements.",3,"Requires understanding of multiple digestive system processes including nutrient absorption, structural adaptations, and progressive breakdown. Covers breadth of DCI.",2,"Implicitly engages Structure and Function — digestive structures have specific functions — but not explicitly required as a reasoning tool.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Multi-select format adds some complexity. Strengthen by presenting a novel organism's digestive system and asking students to predict how food would be processed based on its structural features."
Alpha Standardized Science G4.16,5,"Which fact BEST explains how a trait serves as an adaptation?",None,MC,"A) Butterflies have colorful wings, B) Dolphins swim in groups, C) Burrfish inflate their bodies to appear larger to predators, D) Birds build nests in trees",C,4,4-LS1-1,2,"Minimal scenario. Students must distinguish between a fact that describes a trait and one that explains how a trait functions as an adaptation. Some reasoning about structure-function required.",2,"Students evaluate multiple claims to identify which best demonstrates adaptation. Engages Engaging in Argument from Evidence at a basic level.",3,"Requires understanding the concept of adaptation — a trait that provides survival advantage. Students must distinguish description from functional explanation. Application-level.",2,"Implicitly engages Structure and Function — the inflating body (structure) serves a defensive function — but students are selecting rather than reasoning.",2.25,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good concept but the correct answer is fairly transparent since it is the only choice that explains HOW a trait helps survival. Strengthen by providing data about trait frequency in different environments and asking students to explain the pattern."
Alpha Standardized Science G4.16,6,"Which body system helps animals detect and respond to food?",None,MC,"A) Nervous system transmits sensory signals, B) Digestive system, C) Skeletal system, D) Muscular system",A,4,4-LS1-2,2,"Minimal scenario about detecting and responding to food. Some reasoning about which system handles detection vs. digestion required.",1,"No practice engaged beyond recall. Direct identification of nervous system function.",2,"Tests understanding that the nervous system handles sensory detection and response. Recall-level with minor application in distinguishing detection from digestion.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall. The distractor 'digestive system' may trip students who focus on 'food' rather than 'detect and respond.' Redesign by presenting a scenario where an animal detects food and asking students to trace the signal path from sense organ to brain to muscle response."
Alpha Standardized Science G4.16,7,"Fossilized coral reefs have been found on land far from the ocean. This is evidence that?",None,MC,"A) Coral once lived on land, B) Someone moved the coral fossils, C) Sea level has changed over time, D) Coral fossils form only on land",C,4,4-ESS1-1,3,"Real geological evidence that creates a puzzle — marine fossils found on land. Students must reason about what this evidence implies about Earth's history. Engages genuine scientific reasoning.",3,"Students construct an explanation from fossil evidence. Engages Constructing Explanations — must connect marine fossil location to environmental change over time.",3,"Requires understanding that fossils indicate past environments and that finding marine fossils on land means the environment changed. Applied reasoning about Earth's history.",3,"Engages Stability and Change — Earth's surface and sea levels change over time. Also Cause and Effect — changing sea levels (cause) left marine fossils on land (effect).",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Solid evidence-based reasoning question. Could be elevated by asking students to predict what other evidence they might find in the same location to support their answer, engaging Planning and Carrying Out Investigations."
Alpha Standardized Science G4.16,8,"Sand dunes have been found on the surface of Mars. This suggests that Mars has had?",None,MC,"A) Water, B) Wind, C) Life, D) Oxygen",B,4,4-ESS1-1,3,"Real planetary science scenario using evidence from Mars exploration. Students must reason about what process creates sand dunes and apply that to Mars. Engages analogical reasoning between Earth and Mars.",3,"Students construct an explanation by connecting evidence (sand dunes) to a process (wind). Engages Constructing Explanations using analogical reasoning from Earth processes.",3,"Requires understanding that sand dunes are formed by wind and applying this knowledge to another planet. Application-level reasoning across contexts.",3,"Engages Cause and Effect — wind (cause) creates sand dunes (effect). Students must reason causally from evidence to process.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good cross-planetary reasoning question. Strengthen by providing images of both Earth and Mars sand dunes and asking students to identify additional similarities and what each similarity suggests about Mars's past."
Alpha Standardized Science G4.16,9,"Glenn and Justin built a sand castle near the ocean. The pictures are out of order. What is the correct order?",Image sequence showing sand castle being eroded by waves over time,MC,"A) Incorrect order, B) Correct chronological order of wave erosion, C) Incorrect order, D) Incorrect order",B,4,4-ESS2-1,3,"Real observable scenario showing coastal erosion over time. Students must sequence images logically based on understanding of how waves erode landforms progressively.",2,"Students sequence images based on understanding of erosion processes. Engages Analyzing and Interpreting Data from visual evidence, though at a basic sequencing level.",2,"Tests understanding that waves cause progressive erosion of landforms. Applied at a sequencing level — students must recognize the stages of erosion.",2,"Engages Stability and Change — the sand castle changes over time due to wave action. Also Cause and Effect — waves cause progressive erosion.",2.25,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Partially Meets,Needs Improvement,"Image-dependent question limits full evaluation. The sequencing task is fairly straightforward. Strengthen by asking students to predict what the sand castle will look like at a later time point and explain what forces caused the change."
Alpha Standardized Science G4.16,10,"Look at the topographic map. Which side of the hill has the steepest slope?","Topographic map showing contour lines of a hill",MC,"A) North, B) East, C) South, D) West",D,4,4-ESS2-2,3,"Real map-reading scenario requiring students to interpret contour lines to determine slope steepness. Requires spatial reasoning with topographic data.",3,"Students analyze and interpret data from a topographic map. Engages Analyzing and Interpreting Data — must connect contour line spacing to slope steepness.",2,"Tests understanding that closely spaced contour lines indicate steep slopes. Applied interpretation of a topographic representation.",3,"Engages Patterns — students must recognize the pattern that closer contour lines mean steeper terrain. Spatial pattern recognition required.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good data interpretation question. Pairs well with Q11 which tests the same concept declaratively. Could be elevated by asking students to plan a hiking trail on the map and justify their route choice based on slope analysis."
