Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.8,1,"Graph of bicycle speed over time. Drop-down Part A: Energy is greatest at time ___. Part B: because speed was ___.",Graph showing bicycle speed at different time points (X and others),TEI,"Part A: Time W / Time X / Time Y / Time Z; Part B: the slowest / the fastest / zero / constant","a. X; b. the fastest",4,4-PS3-1,3,"Real-world scenario using a graph of bicycle speed over time. Students must interpret data to determine when kinetic energy is greatest. The two-part structure requires connecting speed data to energy concepts. Anchored in an observable phenomenon.",3,"Students analyze and interpret graphical data to draw a conclusion about energy. The two-part structure engages Constructing Explanations by requiring students to identify the data point AND justify with reasoning about the speed-energy relationship.",3,"Requires understanding that kinetic energy is related to speed — greater speed means greater energy. Students must apply this concept to a graphical representation rather than simply recalling the definition.",3,"Engages Energy and Matter — students reason about how speed (observable) relates to kinetic energy (concept). Also engages Cause and Effect — speed being fastest causes energy to be greatest.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good two-part data interpretation question. Elevate by adding a Part C asking students to predict what happens to energy when the bicycle stops and explain why using Cause and Effect reasoning."
Alpha Standardized Science G4.8,2,"Which of the following are examples of energy transfer due to collisions on a baseball field?",None,MC,"A) Ball hitting a bat, B) Ball hitting the ground, C) Ball hitting a glove, D) All of the above",D,4,4-PS3-3,2,"Baseball field context provides a real-world setting but the question asks students to identify collision examples rather than reason about them. The correct answer (all of the above) reduces cognitive demand since each option is obviously a collision.",2,"Students identify examples of collisions. Limited practice engagement — classification/recognition rather than analysis or explanation. No deeper scientific reasoning required.",2,"Tests understanding that collisions involve energy transfer. All three examples are obvious collisions making the question recall-level. No reasoning about HOW energy transfers in each case.",1,"No CCC explicitly engaged. Students are not reasoning about patterns, cause and effect, or energy flow — just identifying instances.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"'All of the above' format removes reasoning demand. Redesign to ask students to compare energy transfers across the three collisions — which transfers the most energy and why? This would engage Cause and Effect and deepen DCI application."
Alpha Standardized Science G4.8,3,"Two billiard balls collide and produce a sound. Why does this happen?",None,MC,"A) Kinetic energy is transferred from one ball to the other causing vibration that produces sound, B) Sound energy was already stored inside the balls, C) The table surface creates the sound, D) The balls absorb all energy so no sound should occur",A,4,4-PS3-3,3,"Real phenomenon — billiard ball collision producing sound. Students must explain the mechanism of energy transfer from kinetic to sound through vibration. Genuine causal reasoning required.",3,"Students construct an explanation for an observed phenomenon. Engages Constructing Explanations by requiring a causal mechanism (kinetic energy → vibration → sound) rather than just naming the process.",3,"Requires understanding that collisions transfer kinetic energy and that vibrations from the collision produce sound energy. Goes beyond recall to explaining the mechanism of energy conversion.",3,"Engages Cause and Effect — collision (cause) transfers kinetic energy creating vibration that produces sound (effect). Multi-step causal chain reasoning required.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good causal reasoning question about energy transfer in collisions. Elevate by asking a follow-up: What would change about the sound if the balls collided with greater speed? This deepens the Cause and Effect reasoning."
Alpha Standardized Science G4.8,4,"A rubber band is stretched and used to launch a marble across a table. What causes the marble to move?",None,MC,"A) The energy stored in the stretched rubber band, B) The weight of the marble, C) The friction of the table, D) The air pushing the marble",A,4,4-PS3-1,3,"Real observable scenario — rubber band launching a marble. Students must identify the energy source that causes motion. Concrete and testable phenomenon.",2,"Students identify the cause of motion. Engages Constructing Explanations at a basic level by linking stored energy to motion. However the question is essentially selecting the correct energy source rather than constructing a full explanation.",3,"Requires understanding that elastic potential energy stored in the stretched rubber band converts to kinetic energy of the marble. Applied understanding of energy conversion.",2,"Engages Cause and Effect — stretched rubber band (cause) releases stored energy causing marble to move (effect). Basic causal reasoning but not deeply developed.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good scenario but the question is essentially identifying the energy source. Strengthen by asking students to explain what would happen if the rubber band were stretched MORE or LESS and why, engaging Energy and Matter reasoning about proportional relationships."
Alpha Standardized Science G4.8,5,"A diagram shows layers of rock with fossils. Which statement describes the ages of the fossils?",Diagram showing fossil layers with Layer 1 at top and deeper layers below,MC,"A) Fossils in Layer 1 are the oldest, B) Fossils in Layer 1 are the youngest because it is the top layer, C) All fossils are the same age, D) Layer 1 fossils are the oldest because they formed first",B,4,4-ESS1-1,3,"Diagram-based fossil layer question. Students must apply superposition to determine relative fossil ages. The diagram provides visual evidence that requires interpretation.",2,"Students apply the principle of superposition to determine relative ages. Engages Analyzing and Interpreting Data from a diagram but the reasoning is a direct application of a known rule.",3,"Requires understanding the principle of superposition — top layers are youngest, bottom layers are oldest. Applied in context with a specific diagram rather than abstract recall.",2,"Implicitly engages Patterns (layer ordering as a pattern of age) and Stability and Change (layers represent change over time) but neither is explicitly required as a reasoning tool.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Standard superposition question. Strengthen by providing fossils of organisms across multiple layers and asking students to reconstruct the environmental history using Patterns reasoning."
Alpha Standardized Science G4.8,6,"A paleontologist made sketches of fossils found in different rock layers. Which statement is true?",Diagram showing plant fossils and animal fossils in different rock layers with plant fossils in lower/older layers,MC,"A) The plant fossils are the oldest because they are in the deepest layer, B) The animal fossils are oldest because animals existed first, C) All fossils formed at the same time, D) The plant fossils are youngest because plants grow last",A,4,4-ESS1-1,3,"Real scientific context with a paleontologist's observations. Students must interpret rock layer position to determine relative fossil age. The paleontologist framing adds authenticity.",3,"Students analyze evidence from rock layers to draw a conclusion about relative ages. Engages Analyzing and Interpreting Data from a scientific representation. The paleontologist context engages authentic scientific practice.",3,"Requires applying superposition to determine that deeper layers contain older fossils. Applied understanding of relative dating through rock layer evidence.",2,"Implicitly engages Patterns (layer position correlates with age) but students do not explicitly use the CCC as a reasoning tool.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good scientific context but similar to Q5. Strengthen by asking a Part B: What does the sequence of fossils (plants in deep layers, animals above) suggest about the history of life in this area?"
Alpha Standardized Science G4.8,7,"Select TWO sentences that describe erosion.",None,MS,"A) A river deposits sediment at its mouth, B) Acid rain dissolves the surface of a limestone statue, C) Rainwater moves soil from the top of a hill to the bottom, D) Tree roots grow into cracks and break rock apart, E) Wind blows sand from one area to a different area","C, E",4,4-ESS2-1,2,"No real-world scenario. Students must distinguish erosion from deposition and weathering. Requires classification of processes rather than application or reasoning within a phenomenon.",2,"Students classify processes as erosion vs. other Earth surface processes. Engages Analyzing and Interpreting Data at a basic classification level — identifying which descriptions match erosion.",3,"Requires understanding the specific definition of erosion (movement of weathered material by natural agents) and distinguishing it from deposition (A), chemical weathering (B), and mechanical weathering (D). Applied classification.",2,"Implicitly engages Cause and Effect (agents like water and wind cause material movement) but the reasoning is at a classification level rather than causal analysis.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Classification question rather than phenomenon-based. Redesign to present a real landscape scenario and ask students to identify and explain which processes are erosion and which are weathering or deposition."
Alpha Standardized Science G4.8,8,"After a rainstorm two hills are observed. Hill A has more loose soil at the bottom. Why does Hill A have more erosion?",None or simple diagram of two hills,MC,"A) Hill A has fewer plants to hold soil in place, B) Hill A is made of harder rock, C) Hill A receives less rain, D) Hill A is shorter than Hill B",A,4,4-ESS2-1,3,"Comparative observation scenario with two hills after a rainstorm. Students must reason about what factor causes one hill to erode more than the other. Genuine causal reasoning required.",3,"Students construct an explanation for a comparative observation. Engages Constructing Explanations by identifying the factor (fewer plants) that causes different erosion outcomes between two hills.",3,"Requires understanding that plant roots stabilize soil and reduce erosion. Applied understanding of how living things affect Earth surface processes.",3,"Engages Cause and Effect — fewer plants (cause) leads to more erosion (effect). Students must reason about what variable explains the difference between the two hills.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good comparative reasoning question. Elevate by providing data on plant coverage percentages and erosion amounts for multiple hills and asking students to identify the pattern and explain the relationship."
Alpha Standardized Science G4.8,9,"Which of the following describe how physical weathering can impact landforms? Select ALL that apply.",None,MS,"A) Volcanic eruptions create new mountains, B) Water flowing through rock forms canyons over time, C) Earthquakes create new fault lines, D) Temperature changes cause rocks to expand and contract leading to weathering","B, D",4,4-ESS2-1,2,"No specific scenario. Students must identify examples of physical weathering from a list that includes non-weathering processes. Classification task with some reasoning about what qualifies as physical weathering.",2,"Students classify processes as physical weathering vs. other geological processes. Engages Analyzing and Interpreting Data at a classification level — distinguishing weathering from volcanism and tectonics.",3,"Requires understanding what constitutes physical weathering (mechanical breakdown of rock by water, temperature changes) and distinguishing it from constructive processes. Applied classification with reasoning.",2,"Implicitly engages Cause and Effect (water and temperature cause weathering) and Stability and Change (landforms change through weathering) but not deeply developed.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Classification question about weathering processes. Redesign to provide a specific landform with evidence of weathering and ask students to explain which physical weathering processes acted on it and how."
Alpha Standardized Science G4.8,10,"Water freezes inside cracks in a rock. What happens to the rock over time?",None,MC,"A) The rock becomes smoother, B) The rock gets larger, C) The rock changes color, D) The rock breaks into smaller pieces",D,4,4-ESS2-1,2,"Simple cause-and-effect scenario about frost wedging. Students must know that water expands when it freezes and this breaks rock apart. Minimal reasoning beyond recall of the process.",2,"Students select the correct outcome of freeze-thaw weathering. Engages Constructing Explanations at a basic level but the correct answer is essentially recall of a known process.",2,"Tests understanding of frost wedging — water expands when freezing and breaks rock. Recall-level with minimal application.",2,"Engages Cause and Effect — water freezing (cause) breaks rock apart (effect). Basic causal reasoning but at a recall level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Essentially recall of frost wedging. Redesign to provide data about freeze-thaw cycles in different climates and ask students to predict which locations would show more weathering and explain why."
Alpha Standardized Science G4.8,11,"The Sun and a bonfire both produce the same two types of energy. Which TWO types of energy do they both produce?",None,MS,"A) Thermal/heat energy, B) Sound energy, C) Electrical energy, D) Light energy","A, D",4,4-PS3-2,2,"Simple comparison of two heat/light sources. Students must identify shared energy types. No deeper reasoning about energy production mechanisms or differences.",1,"No science practice beyond recall and classification. Students identify energy types produced by two sources. No analysis or explanation required.",2,"Tests understanding that both the Sun and bonfires produce heat and light energy. Recall-level classification of energy types from common sources.",1,"No CCC explicitly engaged. Students are not reasoning about patterns, systems, or causation.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall of energy types. Redesign to provide data about the proportions of heat vs. light energy from different sources and ask students to compare and explain the patterns."
Alpha Standardized Science G4.8,12,"How is electric current energy different from sound wave energy?",None,MC,"A) Electric current moves in waves and sound does not, B) Sound energy can be stored but electric current cannot, C) Electric current is always visible but sound is not, D) Electric currents can be turned on and off",D,4,4-PS3-2,2,"Comparative question about two forms of energy. Students must distinguish properties of electrical current from sound wave energy. Some reasoning about energy properties required.",2,"Students compare and contrast energy forms. Engages Analyzing and Interpreting Data at a basic comparison level. Limited practice depth — selecting the correct distinguishing characteristic.",2,"Tests understanding of properties of electrical current vs. sound energy. The correct answer (can be turned on/off) is a practical property rather than a deep physical distinction. Somewhat superficial DCI application.",2,"Implicitly engages Patterns (comparing properties across energy types) but at a very basic level. No explicit CCC reasoning required.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"The distinguishing characteristic (on/off) is superficial and not physically rigorous — sound can also be started and stopped. Redesign to compare HOW energy travels (waves vs. current through conductors) and ask students to explain the differences using Energy and Matter reasoning."
Alpha Standardized Science G4.8,13,"Which diagram shows how a person sees an object?",Diagrams showing different light paths between a light source and an eye and an object,MC,"A) Light going from eye to object, B) Light going from object to eye without a source, C) Light from source reflecting off object into eye, D) Light from eye reflecting off object to source",C,4,4-PS4-2,3,"Image-based question about the mechanism of vision. Students must select the correct model showing light traveling from a source, reflecting off an object, and entering the eye. Requires understanding of a multi-step process.",3,"Students evaluate competing models of how vision works. Engages Developing and Using Models by selecting the diagram that correctly represents light behavior for vision. Students must understand and evaluate visual models.",3,"Requires understanding that we see objects because light from a source reflects off the object and enters our eyes. Goes beyond simple recall to selecting a correct model from alternatives including common misconceptions.",3,"Engages Cause and Effect — light from source (cause) reflects off object and enters eye (effect = vision). Also engages Systems and System Models — the vision system requires all three components (source, object, eye) in correct relationship.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good model-evaluation question that addresses the common misconception of light emanating from eyes. Strengthen by asking a Part B: What would happen if the light source were removed? This deepens Cause and Effect reasoning."
Alpha Standardized Science G4.8,14,"A student can see a wall behind them by looking in a mirror. Why can the student see the wall in the mirror?",None,MC,"A) Light reflects off the mirror allowing the student to see the wall behind them, B) The mirror creates an image of the wall on its own, C) Sound waves from the wall bounce off the mirror, D) The mirror bends light from the student's eyes to the wall",A,4,4-PS4-2,3,"Real-world scenario about seeing objects via mirror reflection. Students must explain the mechanism of mirror reflection for indirect vision. Practical and relatable phenomenon.",2,"Students select the correct explanation for mirror reflection. Engages Constructing Explanations at a basic level but the correct answer is a direct statement of the principle rather than a constructed explanation.",3,"Requires understanding that mirrors reflect light and that this reflection allows us to see objects not in our direct line of sight. Applied understanding of light reflection.",2,"Engages Cause and Effect — light reflects off mirror (cause) allowing student to see wall (effect). Basic causal reasoning.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good everyday scenario but the question is essentially selecting the correct principle statement. Strengthen by asking students to draw or describe the path of light from the wall to the mirror to the eye."
Alpha Standardized Science G4.8,15,"Why does a tree need internal structures to move water from its roots to its leaves?",None,MC,"A) To keep the roots wet, B) To help the tree produce seeds, C) To make sugars so the tree can grow, D) To help the tree change color in fall",C,4,4-LS1-1,3,"Asks students to explain WHY trees need water transport structures by connecting to the function of water in photosynthesis and growth. Genuine reasoning about structure-function relationships.",3,"Students construct an explanation linking water transport structures to their purpose in sugar production and growth. Engages Constructing Explanations by connecting internal structures to their role in the organism's survival.",3,"Requires understanding that water is needed for photosynthesis (making sugars) which enables growth. Goes beyond naming structures to explaining their functional importance in the organism's life processes.",3,"Engages Structure and Function — internal structures (xylem) serve the function of water transport needed for sugar production. Also engages Systems and System Models — water transport is part of the plant's interconnected life systems.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good question connecting structure to function to survival. Elevate by providing data about water uptake rates in different conditions and asking students to explain what would happen to sugar production if water transport were impaired."
Alpha Standardized Science G4.8,16,"A bird spends most of its time swimming in ponds and lakes to find food. Which type of feet would this bird most likely have?",Images showing different bird foot types including webbed feet and others,MC,"A) Webbed feet, B) Talons/clawed feet, C) Long thin toes, D) Small perching feet",A,4,4-LS1-2,2,"Image-based structure-function matching. Students must connect the habitat/behavior (swimming) to the appropriate foot structure. Some reasoning about adaptation but the connection is straightforward.",2,"Students match a structure to its function/habitat. Engages Constructing Explanations at a basic level — connecting webbed feet to swimming. Limited practice depth.",3,"Requires understanding that webbed feet are an adaptation for swimming. Applied understanding of structure-function relationships in animal adaptations.",2,"Engages Structure and Function — webbed feet (structure) serve the function of swimming. Basic application of the CCC without deeper reasoning.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Simple structure-function matching. Redesign to present multiple bird feet images with habitat data and ask students to match each foot type to its habitat AND explain the structural features that make each foot suited to its environment."
Alpha Standardized Science G4.8,17,"Some snakes have special heat-sensing structures near their mouths. How do these structures support the snake's overall system for finding food?",None,MC,"A) They help the snake smell food from far away, B) They help the snake see in the dark using visible light, C) They send signals to the brain when a warm-blooded animal is nearby, D) They help the snake hear the movement of prey",C,4,4-LS1-2,3,"Real biological phenomenon — snake heat-sensing pit organs. Students must reason about how a specific sensory structure supports the broader system of finding food. Genuine structure-function-system reasoning.",3,"Students construct an explanation for how a specific sensory structure supports the whole organism system. Engages Constructing Explanations with a systems-level perspective on how information flows from sensor to brain to behavior.",3,"Requires understanding that heat-sensing structures detect infrared radiation from warm-blooded prey and transmit signals to the brain for processing. Applied understanding of sensory structures and information processing.",3,"Engages Systems and System Models — the heat-sensing structure is part of the nervous system that processes sensory information. Also engages Structure and Function — the specific structure serves the function of detecting thermal energy.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good systems-level question about sensory structures. Elevate by asking a Part B: What advantage does heat sensing give snakes that hunt at night compared to snakes that rely only on vision?"
Alpha Standardized Science G4.8,18,"Elephants have special sensory cells in their feet that can detect vibrations in the ground. How does this adaptation help elephants survive?",None,MC,"A) It signals the elephant if a predator is approaching from far away, B) It helps the elephant run faster, C) It allows the elephant to dig for water, D) It helps the elephant balance on rocky terrain",A,4,4-LS1-2,3,"Real and fascinating biological phenomenon — elephant seismic communication through foot vibrations. Students must connect this sensory adaptation to survival advantage. Engaging and authentic context.",3,"Students construct an explanation linking a sensory adaptation to a survival benefit. Engages Constructing Explanations by reasoning about how detecting ground vibrations contributes to predator avoidance.",3,"Requires understanding that sensory cells can detect vibrations and that this information helps the organism detect threats at a distance. Applied understanding of sensory adaptation and survival.",3,"Engages Structure and Function — sensory cells (structure) serve the function of detecting ground vibrations. Also engages Cause and Effect — vibrations from approaching predator (cause) trigger sensory cells enabling escape response (effect).",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good question about a fascinating adaptation. Elevate by presenting data about vibration detection ranges and predator approach speeds, asking students to explain how the adaptation provides a survival advantage."
