Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.11,1,"Students use a topographic map to study erosion. Rain carries soil downhill. Where does eroded soil most likely collect?","Topographic map showing multiple areas including Area Z, a lower bowl-shaped area",MC,"A) Area W, B) Area X, C) Area Y, D) Area Z",D,4,4-ESS2-1,3,"Authentic scenario with students using a topographic map to study erosion. Requires spatial reasoning about where sediment deposits. Genuine application of Earth surface concepts.",3,"Students analyze topographic data to predict where eroded material collects. Engages Analyzing and Interpreting Data from a map representation.",3,"Requires understanding of erosion and deposition — that water carries soil downhill and deposits it in low-lying areas. Application-level knowledge.",3,"Engages Cause and Effect — rain causes erosion and gravity causes deposition in lower areas. Students must reason about the causal chain from rainfall to deposition location.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong question using authentic data representation. Strengthen by adding a Part B asking students to explain WHY soil collects in the bowl-shaped area rather than continuing downhill."
Alpha Standardized Science G4.11,2,"An incomplete circuit is shown. A wire from __ to __ completes the circuit.","Diagram of an incomplete circuit with labeled points A through D",MC,"A) Point A to Point B, B) Point B to Point C, C) Point A to Point D, D) Point C to Point D",C,4,4-PS3-2,2,"Circuit diagram provides a visual context but the task is identifying where to connect wires. Limited scenario development beyond the diagram.",3,"Students develop and use a model of a circuit to determine the missing connection. Engages Developing and Using Models.",3,"Requires understanding of complete circuits — that electricity needs an unbroken path. Students must trace the circuit path to find the gap. Application-level.",2,"Implicitly engages Systems and System Models (circuit as a system) but students do not explicitly reason with CCC.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good circuit reasoning question. Add a follow-up asking students to predict what happens if the wire is connected at a different pair of points and explain why."
Alpha Standardized Science G4.11,3,"Students make a table classifying resources as renewable or nonrenewable. Which table is correct?","Multiple tables showing different classifications of resources as renewable or nonrenewable",MC,"A) Table A, B) Table B, C) Table C, D) Table D",B,4,4-ESS3-1,2,"Classification task presented through tables. Minimal scenario — students evaluate pre-made tables rather than engaging with a real-world problem.",2,"Students evaluate data tables for correctness. Limited practice engagement — selecting the correct classification rather than performing classification themselves.",2,"Tests knowledge of which resources are renewable vs. nonrenewable. Recall-level classification with some application in evaluating tables.",1,"No CCC explicitly engaged. Classification does not require reasoning with crosscutting concepts.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure classification recall. Redesign by presenting a community energy scenario where students must classify resources AND explain trade-offs between renewable and nonrenewable options."
Alpha Standardized Science G4.11,4,"A table shows characteristics of a macaw and a hornbill. Which statement explains the advantage of the bone structure in the macaw's tongue?","Table comparing macaw and hornbill tongue characteristics",MC,"A) Helps the macaw sing louder, B) Helps the macaw break open and eat tropical fruits and nuts, C) Helps the macaw fly faster, D) Helps the macaw build nests",B,4,4-LS1-1,3,"Comparative data table with two bird species. Students must connect structural features to functional advantages. Authentic biological context.",3,"Students analyze comparative data to construct an explanation linking structure to function. Engages Constructing Explanations from data.",3,"Requires understanding that internal structures (tongue bone) serve specific functions related to survival (feeding). Application-level understanding of structure-function relationships.",3,"Directly engages Structure and Function — the core CCC for this question. Students must reason about how bone structure provides a feeding advantage.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good structure-function question with comparative data. Strengthen by asking students to predict what type of food the hornbill might eat based on its tongue characteristics."
Alpha Standardized Science G4.11,5,"A student builds two models showing erosion by different natural forces. Which statement best describes the role of erosion in shaping Earth's surface?","Two models demonstrating erosion by different forces (e.g., water vs. wind)",MC,"A) Erosion only occurs in deserts, B) Erosion by different natural forces creates distinctive landform features, C) Erosion always happens quickly, D) Erosion only affects soft rocks",B,4,4-ESS2-1,3,"Students work with physical models of erosion. Provides hands-on investigation context. Requires generalization from model observations.",3,"Students develop and use models to understand erosion processes. Engages Developing and Using Models — reasoning from model to real-world generalization.",3,"Requires understanding that multiple Earth surface processes (water erosion vs. wind erosion) produce different landforms. Goes beyond single-process recall.",3,"Engages Cause and Effect — different forces (causes) create distinctive features (effects). Students must reason about multiple causal pathways.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good use of models for erosion. Elevate by asking students to compare specific outcomes of the two models and explain what each tells them about real-world landforms."
Alpha Standardized Science G4.11,6,"The tallest trees are removed from a rain forest. A table shows characteristics of fungi and ferns. Which organism is better adapted to survive in the changed environment?","Table comparing fungi and fern characteristics including energy source",MC,"A) Fungi because they grow faster, B) Fungi because they decompose material, C) Ferns because they are smaller, D) Ferns because they get energy from the sun",D,4,4-LS1-1,3,"Extended scenario involving environmental change (deforestation) and its impact on organisms. Students must reason about how structural/functional traits affect survival in changed conditions.",3,"Students analyze data about organism characteristics and construct an explanation for which is better adapted after environmental change. Engages Constructing Explanations.",3,"Requires understanding how organisms' energy acquisition strategies (photosynthesis vs. decomposition) relate to survival when canopy is removed and more sunlight reaches forest floor. Application-level.",3,"Engages Cause and Effect — removing trees (cause) changes light availability (effect), which favors photosynthetic organisms. Also touches Structure and Function.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong scenario linking environmental change to organism adaptation. Could elevate by asking what would happen if the canopy grew back and which organism would then have the advantage."
Alpha Standardized Science G4.11,7a,"A student makes a terrarium with a lizard and places it on a windowsill. Part A: What could help the lizard survive at night?",None,MC,"A) A lamp, B) A fan, C) A mirror, D) A blanket",A,4,4-PS3-2,3,"Real scenario with a terrarium. Students must reason about energy needs of an ectotherm at night when solar heating is absent. Multi-part structure adds depth.",2,"Students select a solution but the reasoning is straightforward — lamp provides heat/light. Limited practice depth in Part A alone.",2,"Tests understanding that lizards need external heat sources and that lamps provide thermal energy. Basic application.",2,"Implicitly engages Cause and Effect (nighttime cooling causes survival challenge) but not explicitly required in Part A.",2.25,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Part A alone is fairly simple. The value comes from the two-part structure. Strengthen by offering more plausible distractors that also provide energy but the wrong type."
Alpha Standardized Science G4.11,7b,"Part B: Which statement BEST explains the answer to Part A?",Same terrarium context as 7a,MC,"A) The lizard needs more water at night, B) Air temperature is cooler at night and the lamp provides warmth, C) The lizard is afraid of the dark, D) The lamp makes the terrarium look better",B,4,4-PS3-2,3,"Part B requires explicit reasoning to support the Part A answer. Students must connect nighttime temperature drop to the lizard's need for an external heat source.",3,"Students construct an explanation linking temperature change to the solution. Engages Constructing Explanations — must provide reasoning for their choice.",3,"Requires understanding energy transfer (lamp → heat → lizard) and that ectotherms depend on environmental temperature. Applied understanding.",3,"Engages Cause and Effect — cooler nighttime temperature (cause) threatens lizard survival (effect), and lamp (cause) provides needed warmth (effect). Causal chain reasoning.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good evidence-to-explanation structure. The two-part format strengthens the overall item. Could add a Part C asking what data the student should collect to verify the lamp helps."
Alpha Standardized Science G4.11,8,"A student connects a circuit. The bell rings but the light bulb does not light up. Why does the bulb not light?","Circuit diagram showing bell and bulb connections",MC,"A) The bell is using all the energy, B) The bulb is broken, C) The circuit to the bulb is not complete, D) The bulb needs a different type of energy",C,4,4-PS3-2,3,"Troubleshooting scenario with a partially working circuit. Students must diagnose why one component works and another does not. Requires analytical reasoning.",3,"Students analyze a circuit to diagnose a problem. Engages Constructing Explanations — must identify the cause of the malfunction from evidence.",3,"Requires understanding that each component in a circuit needs a complete path for current flow. Students must apply circuit knowledge to a diagnostic task. Application-level.",3,"Engages Cause and Effect — incomplete circuit path (cause) results in bulb not lighting (effect). Also touches Systems and System Models.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong diagnostic reasoning question. Strengthen by providing the actual circuit diagram and asking students to identify specifically WHERE the break occurs."
Alpha Standardized Science G4.11,9,"Hikers look at a topographic map of Green Peak. The area is made of limestone. Which location would experience the most erosion when it rains?","Topographic map of Green Peak with labeled locations including Location Y on steepest slope",MC,"A) Location W, B) Location X, C) Location Y, D) Location Z",C,4,4-ESS2-1,3,"Authentic hiking scenario using a topographic map with geological context (limestone). Students must integrate slope steepness with erosion potential. Real-world reasoning.",3,"Students analyze topographic data to predict erosion patterns. Engages Analyzing and Interpreting Data from a map representation.",3,"Requires understanding that steeper slopes experience more erosion due to faster water runoff and that limestone is susceptible to chemical weathering. Application-level.",3,"Engages Cause and Effect — steep slope (cause) leads to greater water velocity and more erosion (effect). Students reason causally about landform-process relationships.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good integration of topographic data with erosion reasoning. Elevate by asking students to explain why limestone specifically erodes faster and what evidence on the map supports their prediction."
