Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.5,1,"What is the best way to obtain energy and keep the atmosphere clean?",None,MC,"A) Use wind turbines, B) Burn coal, C) Burn natural gas, D) Use gasoline generators",A,4,4-ESS3-1,2,"Simple question about clean energy. No real scenario or context — just a direct best-choice question about energy sources and air quality.",1,"No science practice engaged. Pure recall of which energy source is cleanest. No analysis or explanation required.",2,"Tests understanding that wind energy does not produce air pollution. Basic classification of energy sources by environmental impact. Recall-level.",1,"No CCC engaged. Students are not reasoning about patterns, cause and effect, or systems.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall of clean energy sources. Redesign by presenting data on emissions from different energy sources and asking students to analyze trade-offs between cost, reliability, and environmental impact."
Alpha Standardized Science G4.5,2,"A boat is rising very high in water waves. Which of the following is true?",None,MC,"A) Longitudinal waves have high energy, B) Transverse waves have high energy, C) Longitudinal waves have low energy, D) Transverse waves have low energy",B,4,4-PS4-1,2,"Brief scenario with a boat in waves but the question reduces to a recall statement about wave type and energy. The boat context is minimal.",1,"No practice engaged. Students select a factual statement about wave types and energy. No analysis or interpretation required.",2,"Tests understanding that transverse waves (water waves) with high amplitude carry more energy. Recall of wave classification and energy relationship.",1,"No CCC engaged. Students do not reason with patterns, cause and effect, or energy and matter concepts.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"The boat context is superficial. Redesign by providing diagrams of waves with different amplitudes and wavelengths and asking students to predict which wave would lift the boat highest and explain why using wave properties."
Alpha Standardized Science G4.5,3,"Which of the following allows mangrove trees to live on soft sediments?",None,MC,"A) Large leaves, B) Thick bark, C) Strong roots, D) Bright flowers",C,4,4-LS1-1,1,"No scenario. Direct recall question about a structural feature of mangrove trees. No reasoning context provided.",1,"No practice engaged. Pure identification of a structural adaptation. No explanation or analysis required.",2,"Tests understanding that roots anchor plants in soft substrates. Basic structure-function knowledge at the recall level.",1,"No CCC engaged. Structure and Function is relevant but students are not asked to reason with it — only to identify the correct structure.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall of plant structures. Redesign by describing the mangrove environment (tidal flooding, soft mud, salt water) and asking students to explain HOW the root system solves multiple survival challenges, engaging Structure and Function explicitly."
Alpha Standardized Science G4.5,4,"A car moves. Which energy transfer is taking place?",None,MC,"A) Thermal to mechanical, B) Mechanical to thermal, C) Electrical to sound, D) Sound to light",A,4,4-PS3-2,1,"No scenario. Extremely minimal stem — just states a car moves. No context for reasoning about energy transformation.",1,"No practice engaged. Pure recall of energy transfer types associated with car engines.",2,"Tests understanding of energy conversion in a car (fuel combustion produces thermal energy converted to mechanical motion). Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Extremely thin stem with no reasoning context. Redesign by describing a specific car scenario (engine running, wheels turning, exhaust warm) and asking students to trace the full energy conversion chain and identify where energy is lost."
Alpha Standardized Science G4.5,5,"A professor found 40 feet of sedimentary rock and then 2 feet of igneous rock on top. What caused the igneous rock to form?",None,MC,"A) Earthquake, B) Flood, C) Volcanic eruption, D) Hurricane",C,4,4-ESS1-1,3,"Provides a geological observation (sedimentary layers topped by igneous rock) that requires reasoning about what process would produce igneous rock. Students must connect rock type to formation process.",2,"Students identify a cause from an observation but the reasoning is fairly straightforward — igneous rock comes from volcanic activity. Limited practice depth.",3,"Requires understanding that igneous rock forms from cooled magma/lava and connecting this to volcanic eruptions. Application of rock formation knowledge to a specific context.",2,"Engages Cause and Effect (volcanic eruption causes igneous rock formation) at a basic level. Students identify a cause but do not deeply reason about the causal mechanism.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good geological context. Strengthen by asking students to explain what evidence in the rock sequence supports a volcanic eruption AND to describe the environment before the eruption based on the sedimentary layers below."
Alpha Standardized Science G4.5,6,"Which of the following allows pigs to find food?",None,MC,"A) Curly tail, B) Large holes in nose, C) Floppy ears, D) Pink skin",B,4,4-LS1-1,1,"No scenario. Direct recall of which pig body structure helps find food. No reasoning context.",1,"No practice engaged. Pure identification of a structural feature. No explanation or analysis required.",2,"Tests understanding that pigs use their sense of smell (large nostrils) to locate food. Basic structure-function at recall level.",1,"No CCC engaged. Structure and Function is relevant but students only select the correct body part without reasoning about function.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall of animal anatomy. Redesign by presenting pigs in a specific foraging scenario and asking students to explain how the nasal structure provides an advantage, comparing to animals with different nose structures."
Alpha Standardized Science G4.5,7,"A professor found bat fossils at 20 feet and snake fossils at 60 feet in a rock formation. Which of the following is true?",None,MC,"A) Snake fossils are older, B) Bat fossils are older, C) Both are the same age, D) Cannot determine age",A,4,4-ESS1-1,2,"Provides depth measurements for two fossil types. Students must apply superposition (deeper = older). Simple application of a principle.",2,"Students apply the superposition principle to determine relative fossil age. Straightforward application with no analysis beyond rule application.",2,"Tests understanding of the law of superposition — deeper rock layers and their fossils are older. Direct application of a geological principle.",1,"No CCC engaged beyond implicit Patterns (depth relates to age). Students do not reason explicitly with any CCC.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Simple superposition application. Strengthen by providing a more complex rock column with faults or unconformities and asking students to construct a timeline of events, engaging Patterns and Stability and Change."
Alpha Standardized Science G4.5,8,"Scientists found horse and sheep fossils at the same depth (40 feet) in a rock formation. Which of the following is true?",None,MC,"A) Horse fossils are older, B) Sheep fossils are older, C) Fossils are around the same age, D) Cannot determine age",C,4,4-ESS1-1,2,"Similar to Q7 — fossils at same depth. Students apply superposition to conclude same depth means same age. Straightforward.",2,"Students apply superposition to determine same-age relationship. No deep analysis required.",2,"Tests understanding that fossils at the same depth in the same rock layer are approximately the same age. Direct application.",1,"No CCC explicitly engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Repetitive with Q7 — tests the same principle with minor variation. Replace with a question requiring students to compare multiple fossil layers and reconstruct an environmental history, adding analytical depth."
Alpha Standardized Science G4.5,9,"Mr. Melvin rang a bell before feeding his dog every day. After several weeks, the dog began salivating when it heard the bell. What was Mr. Melvin testing?",None,MC,"A) Instinct, B) Migration, C) Hibernation, D) Learned behavior",D,4,4-LS1-1,2,"Classic Pavlovian conditioning scenario. Students must identify this as learned behavior. The scenario provides context but the answer is essentially recall of behavior classification.",2,"Students classify an observed behavior type. Limited practice engagement — identification rather than analysis.",2,"Tests understanding that conditioned responses are learned behaviors. Basic classification of behavior types. Recall-level.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Classic conditioning scenario but the question reduces to recall of vocabulary. Redesign by asking students to explain WHY this is learned rather than instinctive and to predict what would happen if the bell stopped being paired with food."
Alpha Standardized Science G4.5,10,"What is the body's first defense against bacteria and viruses?",None,MC,"A) White blood cells, B) Antibodies, C) Skin, D) Medicine",C,4,4-LS1-1,1,"No scenario. Pure recall question about the body's immune defenses. No reasoning context whatsoever.",1,"No practice engaged. Direct recall of a factual statement about immune defenses.",2,"Tests understanding that skin serves as a physical barrier against pathogens. Basic recall of body defense mechanisms.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall. Redesign by presenting a scenario where a student scrapes their knee and asking students to trace the sequence of body defense responses, explaining how structure enables function at each stage."
Alpha Standardized Science G4.5,11,"Use the Colorado River topographic map. What is the approximate elevation at the marked location?","Topographic map of the Colorado River area with contour lines and a marked location",MC,"A) 100 feet, B) 250 feet, C) 500 feet, D) 1000 feet",C,4,4-ESS2-2,2,"Image-dependent map reading question. Students must read elevation from contour lines on a topographic map. Procedural skill rather than conceptual reasoning.",2,"Students read and interpret data from a topographic map. Engages Analyzing and Interpreting Data at a procedural level — reading values from a map rather than drawing conclusions.",2,"Tests ability to read contour lines on a topographic map. Procedural map-reading skill aligned with ESS2 content.",2,"Engages Scale and Proportion (contour intervals represent consistent elevation changes) at a basic level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Procedural map reading. Without the image, full evaluation is limited. Elevate by asking students to use the contour data to predict which direction water would flow and explain their reasoning using cause and effect."
Alpha Standardized Science G4.5,12,"An 8-foot stone wall was reduced to 4 feet over 100 years. Which term best describes this process?",None,MC,"A) Deposition, B) Weathering, C) Erosion, D) Earthquakes",C,4,4-ESS2-1,2,"Brief scenario describing wall reduction over time. Students must identify the correct Earth science term. Vocabulary identification rather than reasoning.",1,"No practice engaged. Pure vocabulary identification — matching a described process to its scientific term.",2,"Tests understanding of the term erosion as the wearing away and removal of material over time. Recall of vocabulary.",1,"No CCC engaged. Stability and Change is relevant (slow change over time) but students are not asked to reason with it.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Vocabulary recall question. Redesign by providing before and after images and measurements of several structures in different environments and asking students to identify patterns in erosion rates and explain what factors caused differences."
Alpha Standardized Science G4.5,13,"Male crickets sing to warn other crickets of danger. Which type of waves carry the cricket's song?",None,MC,"A) Light waves, B) Sound waves, C) Water waves, D) Radio waves",B,4,4-PS4-1,2,"Brief biological context about cricket communication. The question reduces to identifying that singing produces sound waves. Trivially simple.",1,"No practice engaged. Direct identification of wave type associated with sound. No analysis or explanation.",1,"Tests only that singing produces sound waves. Below grade-level complexity — this is a basic association rather than understanding of wave properties.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Trivially simple. Redesign by asking students to explain how sound waves travel from one cricket to another, what properties of the sound wave might affect how far the warning travels, and how this helps cricket survival."
Alpha Standardized Science G4.5,14,"Which of the following allows water lilies to float on water?",None,MC,"A) Small flowers, B) Short stems, C) Thin roots, D) Big leaves",D,4,4-LS1-1,1,"No scenario. Direct recall of which structural feature helps water lilies float. No reasoning context.",1,"No practice engaged. Pure identification of a structural feature without explanation.",2,"Tests understanding that large flat leaves provide surface area for flotation. Basic structure-function at recall level.",1,"No CCC engaged. Structure and Function is relevant but not explicitly engaged in reasoning.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure structural recall. Redesign by comparing aquatic and terrestrial plants and asking students to explain how each structural difference is an adaptation to the specific environment, engaging Structure and Function explicitly."
Alpha Standardized Science G4.5,15,"In Mia's bedroom: a lamp converts ___ energy to ___ energy; an alarm clock converts ___ energy to ___ energy; a hairdryer converts ___ energy to ___ energy.",None,TEI,"Lamp: electrical→light; Alarm: electrical→sound; Hairdryer: electrical→heat","electrical→light, electrical→sound, electrical→heat",4,4-PS3-2,2,"Familiar household context with three devices. Students must identify energy conversions for each. The scenario provides some context but the task is recall of energy transformation pairs.",2,"Students identify energy input and output for three devices. Engages Developing and Using Models at a basic level — completing an energy conversion model. Limited practice depth.",2,"Tests understanding of energy conversion in common electrical devices. Students must know that each device converts electrical energy to a different output form. Recall with some application across multiple examples.",2,"Engages Patterns — all devices convert electrical energy but produce different outputs, creating a pattern. However, students are not asked to reason about the pattern explicitly.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Multiple energy conversions provide some breadth. Strengthen by asking students to identify what ALL three devices have in common (electrical input) and what secondary energy form each also produces (heat), requiring deeper energy reasoning."
Alpha Standardized Science G4.5,16,"A river flowing through a rocky area over millions of years forms a canyon. Which statement best explains this?",None,MC,"A) The canyon formed quickly from an earthquake, B) The canyon was always there, C) Volcanic activity created the canyon, D) Erosion and canyon formation occur slowly over time",D,4,4-ESS2-1,2,"The stem essentially states the answer — a river over millions of years forms a canyon. Students simply select the matching statement. Minimal reasoning required.",1,"No practice engaged. The answer is restated in the stem. Students match the given information to the correct option.",2,"Tests understanding that erosion by water is a slow process that shapes landforms over time. The concept is directly stated in the stem, reducing it to recognition.",2,"Engages Stability and Change (slow processes over long time periods) but the reasoning is handed to students in the stem rather than requiring them to apply it.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"The stem gives away the answer. Redesign by presenting the canyon as an observation and asking students to evaluate multiple possible formation mechanisms using evidence from the rock layers and surrounding geology."
Alpha Standardized Science G4.5,17,"Joey is testing the freezing points of different liquids. Which tool would help him the most?",None,MC,"A) Thermometer, B) Ruler, C) Magnifying glass, D) Scale",A,4,3-5-ETS1-2,1,"No real scenario. Simple tool identification question. The answer is trivially obvious — freezing point requires temperature measurement.",1,"No practice engaged. Pure recall of which tool measures temperature. The connection to Planning and Carrying Out Investigations is superficial.",1,"Below grade-level complexity. Tool identification for temperature measurement is an early elementary concept, not a Grade 4 DCI.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Trivially simple tool identification. Redesign by presenting Joey's experimental design with multiple variables and asking students to identify what tools he needs for each measurement AND how to set up a fair test."
Alpha Standardized Science G4.5,18,"Which type of energy allows the boat to move?","Image of a sailboat on water",MC,"A) Solar energy, B) Wind energy, C) Electrical energy, D) Chemical energy",B,4,4-PS3-2,2,"Image-based question showing a sailboat. Students identify that wind energy moves a sailboat. Simple identification from a visual cue.",1,"No practice engaged. Direct identification of energy source from a visual. No analysis or explanation.",2,"Tests understanding that sailboats are powered by wind energy. Basic recall of energy sources associated with familiar objects.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Trivially simple with the sailboat image. Redesign by presenting multiple boats (sailboat, motorboat, rowboat) and asking students to compare energy sources, trace energy transformations, and explain which has the least environmental impact and why."
Alpha Standardized Science G4.5,19,"A student is growing a water lily. What would improve the water lily's growth?",None,MC,"A) Place in dark room with no water, B) Expose to water and much sunlight, C) Keep in soil without water, D) Cover with a dark cloth",B,4,4-LS1-1,1,"No real scenario. Direct recall of basic plant growth requirements. The answer is obvious — plants need water and sunlight.",1,"No practice engaged. Pure recall of plant needs. No investigation, analysis, or explanation required.",1,"Below grade-level complexity. Knowing plants need water and light is an early elementary concept. Not aligned with Grade 4 DCI expectations.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Far below grade level. Redesign by presenting an investigation where water lily growth was measured under different conditions (varying light levels, water nutrient content) and asking students to analyze the data and identify the optimal conditions."
Alpha Standardized Science G4.5,20,"Chachi is using a thermometer. What does a thermometer measure?",None,MC,"A) Weight, B) Length, C) Volume, D) Temperature",D,4,3-5-ETS1-2,1,"No scenario. Pure definition recall — what does a thermometer measure? Trivially simple.",1,"No practice engaged. Direct recall of tool function.",1,"Below grade-level complexity. Knowing what a thermometer measures is a primary-level concept, not appropriate for Grade 4 assessment.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Completely below grade level. This question should not appear on a Grade 4 science assessment. Replace with a question requiring students to use thermometer data to analyze patterns in temperature change over time."
Alpha Standardized Science G4.5,21,"Four hills are shown. Which hill would absorb the most rain water?",None,MC,"A) Lots of plants and gentle slope, B) No plants and steep slope, C) Few plants and steep slope, D) Rocky surface and gentle slope",A,4,4-ESS2-1,2,"Students must reason about which surface characteristics allow maximum water absorption. Some reasoning about how vegetation and slope affect water infiltration.",2,"Students evaluate multiple variables (vegetation, slope) to select the best water absorption scenario. Engages basic Constructing Explanations — reasoning about cause-effect relationships between surface features and water behavior.",3,"Requires understanding how vegetation slows runoff and increases infiltration, and how slope affects water flow speed. Application of erosion and water flow concepts.",2,"Engages Cause and Effect (plants slow water, gentle slope reduces runoff, both cause more absorption). Students must reason about two causal factors simultaneously.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good multi-variable question. Strengthen by providing rainfall and runoff data for each hill and asking students to identify patterns and explain the relationships between vegetation, slope, and water absorption."
Alpha Standardized Science G4.5,22,"Which feature best allows flies to grab onto items?",None,MC,"A) Claws, B) Wings, C) Antennae, D) Eyes",A,4,4-LS1-1,1,"No scenario. Direct recall of which fly body part enables gripping. No reasoning context.",1,"No practice engaged. Pure structural identification without explanation.",2,"Tests understanding of fly anatomy — claws enable gripping. Basic structure-function at recall level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall of insect anatomy. Redesign by comparing gripping structures across multiple organisms (fly claws, gecko toe pads, eagle talons) and asking students to explain how each structure is adapted to the organism's specific needs."
Alpha Standardized Science G4.5,23,"Which type of energy production does not lead to water pollution?",None,MC,"A) Oil drilling, B) Coal power plant, C) Solar farm, D) Nuclear power plant",C,4,4-ESS3-1,1,"No scenario. Simple recall of which energy source avoids water pollution. No reasoning required.",1,"No practice engaged. Pure recall/classification of energy sources by environmental impact.",2,"Tests understanding that solar energy production does not produce water pollution. Basic classification of energy sources.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall similar to Q1 but about water pollution instead of air pollution. Repetitive testing of energy/environment knowledge. Redesign by presenting environmental impact data for multiple energy sources and asking students to evaluate trade-offs."
Alpha Standardized Science G4.5,24,"Pebbles rolled down to the bottom of a mountain over many years and were compressed together. What type of rock did they form?",None,MC,"A) Igneous, B) Sedimentary, C) Metamorphic, D) Volcanic",B,4,4-ESS1-1,2,"Brief scenario describing sediment accumulation and compression. Students identify the resulting rock type. The stem essentially defines sedimentary rock formation.",1,"No practice engaged. The question provides the definition of sedimentary rock formation and asks students to name it. Vocabulary matching.",2,"Tests understanding of sedimentary rock formation — compressed sediments form sedimentary rock. Recall of rock type classification.",1,"No CCC engaged. Stability and Change is relevant but not engaged in reasoning.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"The stem gives away the answer by describing the exact process. Redesign by presenting rock samples with described characteristics and asking students to classify AND explain the formation process for each type."
