Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.12,1,"Tom is in a dark room with a flashlight and a book. Why can he see the book when the flashlight is turned on?",None,MC,"A) The book produces its own light when the room is dark, B) His eyes adjust to the dark and create their own light, C) The flashlight produces light that reflects off the book and enters his eyes, D) The flashlight heats the book causing it to glow",C,4,4-PS4-2,3,"Real scenario with a dark room and flashlight. Students must reason about how light enables vision through reflection. Anchored in an observable phenomenon.",3,"Students construct an explanation for why Tom can see the book. Engages Constructing Explanations by linking light source to reflection to vision.",3,"Requires understanding that objects are seen when light reflects off them and enters the eyes. Applied understanding of light and vision beyond simple recall.",2,"Implicitly engages Cause and Effect (light reflects causing vision) but the CCC is not explicitly required as a reasoning tool.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong scenario. Add a Part B asking students to explain why Tom cannot see objects behind him even with the flashlight on to deepen Cause and Effect reasoning."
Alpha Standardized Science G4.12,2,"A list of characteristics of amphibians is provided. Which TWO animals can be classified as amphibians?",None,MC,"A) Salamanders and frogs, B) Lizards and turtles, C) Snakes and salamanders, D) Frogs and turtles",A,4,4-LS1-1,2,"Provides amphibian characteristics for classification but the task is straightforward matching. Limited authentic scenario.",2,"Students classify organisms based on given characteristics. Engages Analyzing and Interpreting Data at a basic level — matching traits to known categories.",2,"Tests knowledge of amphibian classification and structural features. Recall with minimal application.",1,"No CCC explicitly engaged. Classification does not require reasoning with a crosscutting concept.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Redesign to provide observable trait data for unfamiliar organisms and ask students to classify them using Patterns in structural features."
Alpha Standardized Science G4.12,3,"Which internal structure helps fish get oxygen from water?",None,MC,"A) Fins, B) Scales, C) Gills, D) Swim bladder",C,4,4-LS1-1,1,"No scenario. Direct recall of fish anatomy. No reasoning required.",1,"No science practice engaged. Pure recall of organ function.",2,"Tests knowledge that gills extract oxygen from water. Recall-level understanding of internal structures.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall. Redesign to present data comparing oxygen levels in water entering and leaving gills and ask students to explain the function using Structure and Function."
Alpha Standardized Science G4.12,4,"A penguin can dive and stay underwater for up to 20 minutes. How does the penguin get oxygen while underwater?",None,MC,"A) It breathes water through its beak like a fish, B) It absorbs oxygen through its skin, C) Its lungs take in air before diving and its body stores extra oxygen in muscles and blood, D) It does not need oxygen while underwater",C,4,4-LS1-1,3,"Real phenomenon of penguin diving behavior. Students must reason about how an air-breathing organism survives underwater. Genuine scientific puzzle.",3,"Students construct an explanation for how penguins manage oxygen during dives. Engages Constructing Explanations based on understanding of organ systems.",3,"Requires understanding how respiratory systems work and how organisms adapt to environmental challenges. Goes beyond simple recall to applied reasoning.",3,"Engages Structure and Function — the structures (lungs, muscles, blood) have specific functions that enable underwater survival. Students reason about how structure relates to function.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong question with a compelling phenomenon. Strengthen by adding data about dive times of different animals and asking students to explain patterns using Structure and Function."
Alpha Standardized Science G4.12,5,"The saguaro cactus has a thick waxy coating on its surface and an expandable stem. How do these features help the cactus survive in the desert?",None,MC,"A) The stem stores water and the waxy coating prevents water loss, B) The waxy coating attracts rain and the stem repels predators, C) The stem produces food and the waxy coating provides shade, D) The waxy coating absorbs sunlight and the stem releases heat",A,4,4-LS1-1,3,"Real organism with specific structural features. Students must connect two structures to their survival functions in a specific environment.",3,"Students construct an explanation linking structural features to survival. Engages Constructing Explanations about how structures support survival.",3,"Requires understanding how plant structures are adapted to arid environments. Applied understanding of structure-function relationships.",3,"Directly engages Structure and Function — students reason about how the waxy coating and expandable stem each serve functions that support desert survival.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good structure-function question. Elevate by providing data on water loss rates for cacti vs. non-waxy plants and asking students to analyze the evidence."
Alpha Standardized Science G4.12,6,"A dog hears its owner calling from another room. How does the information about the sound get from the dog's ears to its brain?",None,MC,"A) Sound waves travel directly from the ears to the brain through air, B) The ears send chemical signals through the blood to the brain, C) The brain reaches out to the ears to collect the sound, D) Nerves send electrical signals from the ears to the brain",D,4,4-LS1-2,2,"Simple scenario about a dog hearing. The question itself is direct recall of how sensory information travels to the brain.",2,"Students select the correct mechanism for sensory information processing. Limited practice engagement beyond recall.",2,"Tests understanding that nerves transmit electrical signals from sensory organs to the brain. Recall of information processing mechanism.",2,"Implicitly engages Cause and Effect (sound causes nerve signals) but the reasoning is minimal.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Redesign to present a scenario where a dog responds differently to different sounds and ask students to model the full pathway from stimulus to response."
Alpha Standardized Science G4.12,7,"A geologist found four rock layers on the side of a cliff. Each layer contained different fossils. Layer 1 (bottom): sea creatures. Layer 2: ferns and insects. Layer 3: reptile bones. Layer 4 (top): mammals with teeth. Which organism lived most recently?",None,MC,"A) Sea creatures in Layer 1, B) Ferns and insects in Layer 2, C) Reptile bones in Layer 3, D) Mammals with teeth in Layer 4",D,4,4-ESS1-1,3,"Real geological scenario with multiple fossil layers. Students must apply superposition principle to determine relative age of organisms.",2,"Students apply the principle of superposition to identify the youngest layer. Engages Analyzing and Interpreting Data but the reasoning is straightforward once the principle is known.",3,"Requires understanding that upper rock layers are younger and fossils indicate when organisms lived. Applied understanding of Earth's history.",2,"Implicitly engages Patterns (fossil sequence as a pattern of change) but students do not explicitly reason with the CCC.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good geological context. Strengthen by asking students to describe what the sequence of fossils tells us about how the environment changed over time."
Alpha Standardized Science G4.12,8,"After heavy rains a hiking trail had a deep channel cut into the soil. How did the water cause this damage to the trail?",None,MC,"A) The water froze and expanded in the soil creating a crack, B) Flowing water carried away soil particles over time, C) The water dissolved the rocks under the trail, D) Rain caused the soil to swell and burst open",B,4,4-ESS2-1,3,"Real scenario of erosion on a hiking trail. Students must explain the mechanism by which water causes erosion.",2,"Students select the correct explanation for an erosion event. Engages Constructing Explanations but the mechanism is well-known and straightforward.",3,"Requires understanding that flowing water causes erosion by transporting soil particles. Applied understanding of Earth surface processes.",2,"Engages Cause and Effect (water flow causes soil removal) but the causal reasoning is minimal.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good erosion scenario. Elevate by providing data about erosion rates under different rainfall intensities and asking students to predict and explain patterns."
Alpha Standardized Science G4.12,9,"Wind erosion shapes desert rocks so they have narrow bases and wider tops. Which sentence about wind erosion is true?",None,MC,"A) Wind erosion only happens during storms, B) Wind erosion makes rocks bigger over time, C) Wind causes erosion by carrying sand particles that wear away rock, D) Wind erosion only affects soft materials like soil",C,4,4-ESS2-1,2,"Describes a phenomenon (wind-shaped rocks) but the question itself is selecting a true statement rather than explaining the phenomenon. Limited reasoning required.",2,"Students identify a correct statement about wind erosion. Minimal practice engagement — selecting factual information.",2,"Tests understanding that wind carries abrasive particles that cause erosion. Recall of erosion mechanism.",2,"Implicitly engages Cause and Effect (wind carries sand that causes erosion) at a basic level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"The rock shape phenomenon is interesting but wasted on a true/false-style question. Redesign to ask students to explain WHY the base is narrower than the top using Cause and Effect."
Alpha Standardized Science G4.12,10,"A topographic map shows concentric circles with the center labeled 3500 ft. Which landform does this map most likely represent?","Topographic map with concentric circles and 3500 ft center elevation",MC,"A) A flat river valley, B) A gentle rolling hill, C) A steep volcano with a pointed peak, D) A deep canyon",C,4,4-ESS2-2,3,"Students must interpret a topographic map to identify a landform. Requires understanding of contour lines and what closely spaced concentric circles indicate.",3,"Students analyze and interpret a topographic map as a model. Engages Analyzing and Interpreting Data and Developing and Using Models.",3,"Requires understanding how contour lines represent elevation and landforms. Applied understanding of topographic representations.",2,"Implicitly engages Patterns (concentric circles as a pattern representing a landform) but CCC is not explicitly required.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good map interpretation question. Strengthen by providing two different topographic maps and asking students to compare the landforms and explain the differences."
