Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.15,1,"A student shines a flashlight through a hole in a piece of cardboard. A mirror is placed in the path of the light. The light did not continue past the cardboard because —","Diagram showing flashlight shining through hole in cardboard with mirror in path",MC,"A) light was absorbed by the cardboard, B) the mirror reflected all the light back, C) light bent around the cardboard, D) light travels in a straight line and cannot go around objects",D,4,4-PS4-2,3,"Real investigation scenario with flashlight and cardboard. Students must reason about light behavior and why it does not pass around an obstacle.",2,"Students select an explanation for an observed phenomenon but reasoning is fairly direct application of light properties. Limited practice depth.",3,"Requires understanding that light travels in straight lines and cannot bend around opaque objects. Applied understanding of light behavior.",2,"Implicitly engages Cause and Effect (straight-line travel causes light to be blocked) but not explicitly required as a reasoning tool.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good scenario but answer is essentially a definition of light travel. Strengthen by asking students to predict where light would appear if the mirror angle changed."
Alpha Standardized Science G4.15,2,"A scientist is studying animals that live in and around a pond. The scientist records that the animals have moist skin without scales and can live both in water and on land. The animals lay eggs without shells. Which pair of animals is the scientist studying?",None,MC,"A) frogs and salamanders, B) turtles and lizards, C) fish and snakes, D) birds and frogs",A,4,4-LS1-1,2,"Scenario provides observable characteristics and students match to animal groups. Reasoning is classification-based with minimal depth.",2,"Students analyze given characteristics to identify organisms. Engages Analyzing and Interpreting Data at a basic classification level.",2,"Tests understanding of amphibian characteristics (moist skin, aquatic/terrestrial, shell-less eggs). Recall/classification level.",1,"No CCC explicitly engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Classification recall. Redesign to provide data on multiple animal groups and ask students to construct an argument for why these traits help survival in both environments."
Alpha Standardized Science G4.15,3,"Two identical frogs are observed. One frog is very active and the other is sluggish. A scientist discovers that the sluggish frog has narrower blood vessels leading to its lungs. What best explains why the sluggish frog is less active?",None,MC,"A) the sluggish frog has larger lungs that slow it down, B) the sluggish frog eats less food than the active frog, C) narrow blood vessels restrict oxygen delivery to the body limiting energy production, D) the sluggish frog is older and naturally slower",C,4,4-LS1-1,4,"Strong scenario with a genuine puzzle: two identical frogs with different activity levels linked to an internal structural difference. Students must construct a causal chain from narrow blood vessels to reduced oxygen to limited energy.",3,"Students construct an explanation linking internal structure to function and observed behavior. Engages Constructing Explanations from Evidence.",4,"Requires deep understanding of how circulatory and respiratory systems interact — blood vessels transport oxygen from lungs to body, and reduced flow limits energy. Above-grade-level integration.",3,"Directly engages Structure and Function — narrow blood vessels (structure) restrict oxygen delivery (function), causing reduced activity.",3.5,Doing Science,Partially Meets,Meets,Meets,Meets,Strong,"Excellent question requiring multi-step causal reasoning about internal body systems. One of the strongest items on this test. Could add a Part B asking students to predict what would happen if the blood vessels widened."
Alpha Standardized Science G4.15,4,"A snake's digestive system has adaptations for consuming large prey. Which statement BEST explains how the snake's internal structures help it consume large prey?",None,MC,"A) the snake has multiple stomachs to digest food quickly, B) a flexible jaw and expandable esophagus allow the snake to swallow large prey while a specialized stomach stores and slowly digests it, C) the snake chews food into small pieces before swallowing, D) the snake only eats small prey that fits easily",B,4,4-LS1-1,3,"Real biological scenario about snake feeding adaptations. Students must connect internal structures to their functions in consuming large prey.",3,"Students construct an explanation connecting internal structures to functional outcomes. Engages Constructing Explanations.",3,"Requires understanding how specific internal structures (jaw, esophagus, stomach) enable survival behaviors. Application-level with structure-function reasoning.",3,"Directly engages Structure and Function — flexible jaw, expandable esophagus, and specialized stomach each serve specific functions for large prey consumption.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good structure-function question. Strengthen by providing comparative data on digestive structures of snakes vs. other reptiles and asking students to explain the differences."
Alpha Standardized Science G4.15,5,"A burrfish has spines covering its body, a rounded body shape, and the ability to inflate its body. How do these adaptations help the burrfish survive?",None,MC,"A) spines help it swim faster through the water, B) inflating makes it float to the surface to escape predators, C) spines deter predators and the rounded body combined with inflation makes it difficult to swallow providing multiple layers of protection, D) the rounded body helps it hide in sand on the ocean floor",C,4,4-LS1-1,3,"Multi-trait scenario about burrfish adaptations. Students must reason about how multiple structures work together for survival.",3,"Students construct an explanation integrating multiple adaptations into a coherent survival strategy. Engages Constructing Explanations.",3,"Requires understanding how multiple external structures function together for defense. Application-level with integration across traits.",3,"Directly engages Structure and Function — spines (structure) deter predators (function), rounded body + inflation (structures) prevent swallowing (function). Also engages Systems thinking.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good multi-trait integration question. Elevate by asking students to compare burrfish adaptations to another defense strategy and evaluate which is more effective."
Alpha Standardized Science G4.15,6,"Sara's rabbit suddenly freezes, sits up on its back legs, and turns toward the garden gate before Sara can see her neighbor approaching with a dog. How did the rabbit detect the neighbor's approach before Sara did?",None,MC,"A) the rabbit saw the neighbor through a gap in the fence, B) the rabbit's nervous system carried messages from its nose to its brain after detecting the neighbor's scent, C) the rabbit heard the dog barking from far away, D) the rabbit felt vibrations in the ground from footsteps",B,4,4-LS1-2,3,"Real-world scenario with observable animal behavior. Students must reason about sensory processing — specifically how scent detection involves the nervous system carrying information from receptor to brain.",3,"Students construct an explanation for observed behavior using knowledge of sensory processing. Engages Constructing Explanations from Evidence.",3,"Requires understanding of how the nervous system processes sensory information — stimulus detected by sense organ, signal transmitted to brain, behavior produced. Applied understanding.",3,"Engages Cause and Effect — scent stimulus causes nervous system signal, which causes behavioral response. Causal chain reasoning required.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good scenario connecting sensory systems to behavior. Could strengthen by asking a Part B about what would happen if the wind direction changed."
Alpha Standardized Science G4.15,7,"A geologist found rock layers on the side of a cliff. The top layer contained fossils of tree leaves and land mammals. The second layer contained fossils of coral, fish, and seashells. The third layer contained dinosaur footprints and ferns. The bottom layer contained marine invertebrates and algae. Which statement BEST explains the history of this area?",None,MC,"A) the area was always an ocean that occasionally dried up, B) the area started as dry land and slowly became an ocean, C) the fossils were moved by earthquakes into their current positions, D) the area was first a shallow sea then became land with dinosaurs then returned to ocean then became dry land again",D,4,4-ESS1-1,4,"Rich multi-layer fossil scenario requiring students to reconstruct a complex environmental history. Four distinct fossil assemblages must be interpreted in sequence from bottom to top using superposition.",4,"Students analyze and interpret multiple lines of fossil evidence to construct an explanation of environmental change over time. Engages both Analyzing/Interpreting Data and Constructing Explanations.",4,"Requires deep understanding of superposition, fossils as evidence of past environments, and the concept that environments change repeatedly over geological time. Above standard application.",3,"Engages Stability and Change — the environment changed multiple times between marine and terrestrial. Students reason about change over time.",3.75,Doing Science,Meets,Meets,Meets,Meets,Strong,"Excellent multi-layered question requiring sophisticated reasoning about Earth's history. Among the strongest items on this test. Could add a diagram of the rock layers for additional visual support."
Alpha Standardized Science G4.15,8,"A small canyon formed over the past 200 years near a school. A stream flows through the bottom of the canyon and there are small pebbles and sand at the bottom. How was this canyon most likely formed?",None,MC,"A) an earthquake split the ground open 200 years ago, B) people dug out the canyon to create a path for the stream, C) rainwater flowing downhill carried away soil and small rocks gradually carving out the canyon, D) wind blew away the soil over time creating the canyon",C,4,4-ESS2-1,3,"Real-world scenario with observable evidence (stream, pebbles, sand). Students must connect evidence to the process of water erosion over time.",3,"Students construct an explanation for canyon formation using available evidence. Engages Constructing Explanations from Evidence.",3,"Requires understanding that flowing water erodes earth materials over time and that evidence (pebbles, sand, stream) supports water erosion. Application-level.",3,"Engages Cause and Effect — flowing water (cause) erodes soil and rock (effect) over time. Also engages Stability and Change (gradual change over 200 years).",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Solid erosion question with evidence. Strengthen by asking students to predict how the canyon would differ if the stream flow rate doubled."
Alpha Standardized Science G4.15,9,"A student observes 4 piles of soil in different locations after a rainstorm. Pile 2 is on a hill where rain fell directly on it and lost the most soil. Which conclusion is BEST supported by the student's observations?",None,MC,"A) wind is the main cause of erosion in all locations, B) soil on flat ground erodes faster than soil on hills, C) all piles lost the same amount of soil, D) flowing water causes more erosion than wind",D,4,4-ESS2-1,3,"Observational investigation scenario with comparative data across four soil piles. Students must draw a conclusion from differential erosion patterns.",3,"Students analyze observational data to draw a conclusion about erosion processes. Engages Analyzing and Interpreting Data.",3,"Requires understanding that water erosion on slopes is more effective than wind erosion. Application-level reasoning from evidence.",3,"Engages Cause and Effect — flowing water on a slope (cause) produces greater erosion (effect). Students must reason causally from comparative observations.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good investigation-based question. Would be stronger with a data table showing exact soil loss for each pile to support more rigorous analysis."
Alpha Standardized Science G4.15,10,"Topographic maps of two mountain ranges are shown. Range A has closely spaced contour lines on the north side and widely spaced lines on the south side. Range B has evenly spaced contour lines throughout. What does this information tell us about these mountain ranges?","Topographic maps showing Range A with variable line spacing and Range B with even spacing",MC,"A) Range A has a steep north slope and gentle south slope while Range B has uniform steepness, B) Range A is taller than Range B, C) Range B has more vegetation than Range A, D) both ranges have the same slope on all sides",A,4,4-ESS2-2,4,"Strong scenario requiring interpretation of topographic map data. Students must understand that contour line spacing represents slope steepness and apply this to compare two different mountain ranges.",3,"Students analyze and interpret topographic map data to draw comparative conclusions. Engages Analyzing and Interpreting Data at a meaningful level.",3,"Requires understanding the relationship between contour line spacing and slope steepness. Applied understanding of Earth surface features and their representation.",3,"Directly engages Patterns — contour line spacing patterns reveal slope characteristics. Students must read and interpret visual patterns in map data.",3.25,High Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong map interpretation question. Could elevate by asking students to predict where water would flow fastest on each mountain range."
