Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.3,1,"Which tool is best for comparing the mass of a wasp to the mass of a bumble bee?",None,MC,"A) magnifying glass, B) meterstick, C) graduated cylinder, D) electronic scale",D,4,3-5-ETS1-3,1,"No scenario or phenomenon. Direct recall of which tool measures mass. No reasoning required.",1,"No practice engaged. Pure recall of tool function — electronic scale measures mass. No investigation design or data analysis.",1,"Tests only the definition that a scale measures mass. Pure vocabulary/recall level. No application of DCI.",1,"No CCC engaged. No reasoning about patterns, cause/effect, or systems.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure tool-identification recall. Redesign by giving students a scenario where they must plan an investigation comparing insect masses and select appropriate tools with justification."
Alpha Standardized Science G4.3,2,"Tia and Tom are rowing a boat. What kind of energy are they using?",None,MC,"A) light energy, B) sound energy, C) energy of motion, D) electrical energy",C,4,4-PS3-1,1,"No meaningful scenario. Simple identification of energy type associated with rowing. No reasoning or analysis required.",1,"No practice engaged. Students identify an energy form by name. Pure recall.",2,"Tests understanding that rowing involves kinetic energy (energy of motion). Recall-level knowledge of energy forms.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure energy classification recall. Redesign with a scenario providing data about different activities and their energy inputs/outputs, asking students to trace energy transformations."
Alpha Standardized Science G4.3,3,"Which body part allows a rabbit to find food through its sense of smell?",None,MC,"A) eyes, B) ears, C) nose, D) tongue",C,4,4-LS1-2,1,"No scenario. Trivially obvious recall question — which body part smells? No reasoning of any kind required.",1,"No practice engaged. Direct recall at the most basic level.",1,"Tests the most basic fact that the nose is used for smell. Well below grade-level expectations for DCI depth.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Does Not Meet,Weak,"Trivially simple even for early elementary. Completely inappropriate for Grade 4. Redesign around how sensory processing helps rabbits detect predators or locate food underground, engaging Structure and Function."
Alpha Standardized Science G4.3,4,"A scuba diver explored the bottom of a large pond and found fossils of scorpions, rattlesnakes, and coyotes. How could desert animal fossils be at the bottom of a pond?",None,MC,"A) The animals swam in the pond, B) The area was once a desert before the lake formed, C) The animals were carried by wind to the pond, D) The fossils were placed there by people",B,4,4-ESS1-1,3,"Real scenario with a puzzling observation — desert fossils found underwater. Creates genuine cognitive demand by presenting a contradiction that requires reasoning about environmental change.",3,"Students construct an explanation for a puzzling observation using fossil evidence. Engages Constructing Explanations from evidence.",3,"Requires understanding that fossils provide evidence of past environments and that environments change over geological time. Applied understanding.",2,"Implicitly engages Stability and Change (environments change over time) but students are not asked to reason explicitly with CCC.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good puzzling phenomenon. Strengthen by asking a Part B: What other evidence could you look for to confirm this explanation? This would engage Planning and Carrying Out Investigations."
Alpha Standardized Science G4.3,5,"Which are the best examples of forces that cause erosion?",None,MC,"A) water, wind, ice, B) sunlight, gravity, heat, C) animals, plants, fungi, D) earthquakes, volcanoes, tsunamis",A,4,4-ESS2-1,1,"No scenario. Direct recall of erosion agents. No reasoning or application required.",1,"No practice engaged. Students recall a list of erosion forces.",2,"Tests knowledge of what causes erosion. Recall of a factual list rather than applied understanding.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall of erosion agents. Redesign by presenting before/after images of a landscape and asking students to explain which forces caused the observed changes and provide evidence."
Alpha Standardized Science G4.3,6,"Which type of energy allows the boat to move across the water?","Image showing a sailboat on water",MC,"A) sound energy, B) wind energy, C) electrical energy, D) light energy",B,4,4-PS3-1,2,"Image of a sailboat provides a simple visual context. Students must identify the energy source from the image, but the answer is visually obvious.",1,"No practice beyond visual identification. Students name the energy source visible in the picture.",2,"Tests understanding that wind provides energy for a sailboat. Basic recall with visual support.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Visually obvious answer. Redesign by asking students to explain the energy transformations involved in sailing — wind energy to kinetic energy — and what would happen if wind speed changed."
Alpha Standardized Science G4.3,7,"Which statement is true about volcanic eruptions?",None,MC,"A) Volcanic eruptions are very hard to predict, B) Volcanic eruptions happen at the same time every year, C) Scientists can always predict volcanic eruptions, D) Volcanic eruptions only happen on islands",A,4,4-ESS2-2,1,"No scenario. Direct recall of a fact about volcanic eruptions. No reasoning required.",1,"No practice engaged. Students select a true statement from memory.",2,"Tests a factual understanding about the unpredictability of volcanic eruptions. Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure factual recall. Redesign by presenting monitoring data from a volcano (seismic readings, gas emissions) and asking students to analyze the data to assess eruption risk, engaging Analyzing and Interpreting Data."
Alpha Standardized Science G4.3,8,"Which is the BEST example of erosion?",None,MC,"A) a volcano erupting and spreading lava, B) an earthquake shaking the ground, C) water in cracks freezing and breaking off rock pieces, D) a tree growing roots into the soil",C,4,4-ESS2-1,1,"No scenario. Students identify an example of erosion from a list. No application or analysis required.",1,"No practice engaged. Direct classification/identification of an erosion example.",2,"Tests understanding of what constitutes erosion (specifically mechanical weathering/frost wedging). Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure classification recall. Note: Frost wedging is technically weathering rather than erosion, creating a technical accuracy issue. Redesign with a scenario showing changes to a rock face over time and ask students to explain the process."
Alpha Standardized Science G4.3,9,"Fossils from long ago can tell us about what?",None,MC,"A) what the weather will be like tomorrow, B) what people ate for dinner, C) the types of organisms that lived long ago, D) how to build better houses",C,4,4-ESS1-1,1,"No scenario. Direct recall of the purpose of fossils. Trivially simple with obvious distractors.",1,"No practice engaged. Pure recall of fossil function.",1,"Tests the most basic fact about fossils — they tell us about past organisms. Below grade-level expectation for depth.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Does Not Meet,Weak,"Trivially simple with absurd distractors. Redesign by presenting actual fossil evidence and asking students to construct an explanation of what the environment was like when the organisms lived."
Alpha Standardized Science G4.3,10,"A plant has thorns or spines on its stem. What advantage does this give the plant?",None,MC,"A) The plant may avoid being eaten by deer, B) The thorns help the plant grow taller, C) The spines help the plant absorb more sunlight, D) The thorns make the plant smell better",A,4,4-LS1-1,2,"Simple structure-function question about plant defense. Minimal scenario — just describes a plant feature.",2,"Students select an explanation for a structural feature's function. Basic application of Structure and Function.",2,"Tests understanding that thorns serve as a defense mechanism against herbivory. Basic structure-function knowledge.",2,"Engages Structure and Function (thorns as structures that serve a defense function) at a basic level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Basic structure-function recall. Redesign by presenting multiple plants with different defense structures and asking students to explain how each structure helps the plant survive in its specific environment."
