Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.14,1,"Tom uses a flashlight to look under his bed. He sees shiny spots on his bicycle reflectors. When the room light is on, the reflectors are not as noticeable. Why are the reflectors more noticeable with the flashlight?",None,MC,"A) The flashlight is brighter than any room light, B) The concentrated flashlight beam reflects more strongly off the reflectors compared to the scattered room light, C) The reflectors only work in the dark, D) The room light absorbs the reflector material",B,4,4-PS4-2,3,"Real scenario with an observable phenomenon — flashlight vs room light on reflectors. Students must reason about how light concentration affects reflection visibility. Genuine puzzlement about why reflectors behave differently under different light sources.",3,"Students construct an explanation for a light behavior phenomenon by comparing two conditions. Engages Constructing Explanations from evidence of two observations.",3,"Requires understanding that light reflects off surfaces and that concentrated vs scattered light sources produce different reflection effects. Applied understanding of light behavior.",3,"Engages Cause and Effect — concentrated beam (cause) produces stronger visible reflection (effect) compared to diffuse room light. Students must reason causally about light behavior.",3.0,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good phenomenon-based question comparing two light conditions. Strengthen by asking a Part B about what property of reflectors causes them to redirect light back toward the source, engaging Structure and Function."
Alpha Standardized Science G4.14,2,"A biologist is researching desert animals and finds that many have special kidney cells that save water, light-colored body coverings, and large ears that release heat. Which pair of desert animals would most likely have these features?",None,MC,"A) Rabbits and foxes, B) Frogs and salamanders, C) Penguins and polar bears, D) Trout and salmon",A,4,4-LS1-1,3,"Real biological research scenario with specific structural/functional adaptations described. Students must match adaptation profiles to appropriate desert organisms. Requires reasoning about organism-environment fit.",2,"Students apply knowledge of organism structure-function to classify which organisms fit the described adaptations. Engages Constructing Explanations at a basic level — largely matching known organisms to described traits.",3,"Requires understanding how internal structures (kidney cells) and external features (ears, covering) support survival in desert environments. Goes beyond recall to application of structure-function reasoning.",2,"Implicitly engages Structure and Function (adaptations serve survival purposes) but students are not asked to explain why these features help — only to identify which animals have them.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good scenario with real adaptations. Elevate by providing an unfamiliar desert animal and asking students to predict which internal structures it would need and explain why, requiring explicit Structure and Function reasoning."
Alpha Standardized Science G4.14,3,"Two identical tomato plants are grown under the same conditions — same soil, water, and sunlight. However, one plant produces many large tomatoes while the other produces only a few small ones. What BEST explains why the plants grew differently?",None,MC,"A) The sunlight was brighter on one side of the garden, B) One plant received more water than the other, C) One plant had damaged leaf veins that limited nutrient transport to the fruit, D) The soil had different amounts of minerals on each side",C,4,4-LS1-1,4,"Strong scenario with a genuine puzzle — identical conditions but different outcomes. Eliminates environmental variables by design, forcing students to reason about internal structural differences. High uncertainty and reasoning demand.",4,"Students must analyze evidence (same external conditions, different outcomes) and construct an explanation that identifies an internal structural cause. Engages Constructing Explanations and Engaging in Argument from Evidence — students must evaluate why external explanations fail.",4,"Requires deep understanding that internal structures (leaf veins for nutrient transport) affect plant growth and fruit production. Students must connect vascular system function to observable outcomes. Synthesis-level.",3,"Engages Cause and Effect (damaged veins cause reduced nutrient transport, leading to smaller/fewer fruit) and Structure and Function (vein structure serves transport function). Students must reason with both CCCs.",3.75,Doing Science,Meets,Meets,Meets,Meets,Strong,"Excellent question. The controlled-conditions setup forces students to reason beyond environmental factors to internal structural explanations. One of the strongest items on this test."
Alpha Standardized Science G4.14,4,"Deep-sea anglerfish live in complete darkness at the bottom of the ocean. How do their internal structures help them survive in this environment?",None,MC,"A) They have thick scales that reflect sunlight from the surface, B) They have large eyes that collect the dim sunlight filtering down, C) Specialized cells produce light to attract prey and a large liver stores extra energy between meals, D) They breathe air by swimming to the surface periodically",C,4,4-LS1-1,3,"Presents a real organism in an extreme environment. Students must reason about how internal structures solve specific survival challenges (no light, scarce food). Genuine scientific reasoning.",3,"Students construct an explanation connecting internal structures to survival functions in a specific environment. Engages Constructing Explanations.",4,"Requires understanding how specialized internal structures (bioluminescent cells, liver for energy storage) support survival. Deep application of structure-function at the organ/cellular level. Goes well beyond recall.",3,"Engages Structure and Function directly — specialized cells produce light (structure serves function) and large liver stores energy (structure serves function). Students reason with CCC.",3.25,High Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Strong structure-function question with real organism context. Could elevate by asking students to predict what would happen if the light-producing cells stopped functioning, requiring causal reasoning about survival consequences."
Alpha Standardized Science G4.14,5,"Desert mice have large ears, specialized kidneys, and dig underground burrows. How do these features work together to help the mice survive in the desert?",None,MC,"A) Large ears help them hear predators and kidneys digest food while burrows store food, B) Large ears collect rainwater and kidneys filter sand while burrows trap cool air, C) Large ears attract mates and kidneys produce energy while burrows protect eggs, D) Ears release excess body heat and kidneys conserve water while burrows provide shelter from the sun",D,4,4-LS1-1,3,"Real scenario with multiple adaptations that students must explain as an integrated system. The question asks how features work together — requiring systems-level reasoning rather than isolated trait identification.",3,"Students construct an explanation that integrates multiple structural features into a coherent survival strategy. Engages Constructing Explanations with a systems perspective.",3,"Requires understanding how multiple internal and external structures serve complementary survival functions. Students must connect each feature to a specific desert challenge (heat, water scarcity, sun exposure).",3,"Engages Systems and System Models — features work together as an integrated system for survival. Also engages Structure and Function for each individual adaptation. Students must reason with CCC.",3.0,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good systems-level question about integrated adaptations. Strengthen by asking students to predict which adaptation would be MOST critical if the desert became even hotter, requiring prioritization and deeper causal reasoning."
Alpha Standardized Science G4.14,6,"A dog walking with its owner stops near a bakery. The owner cannot smell anything from outside, but the dog is excited. How does the dog know about the baked goods inside?",None,MC,"A) The dog can see the baked goods through the window using its sharp eyes, B) Scent molecules from the baked goods travel through the air into the dog's nose and are processed by the brain through nerve signals, C) The dog hears the sounds of baking and associates them with food, D) The dog feels vibrations from the oven through the sidewalk",B,4,4-LS1-2,3,"Engaging real-world scenario with a puzzling observation — dog detects something the human cannot. Students must trace the complete sensory pathway from stimulus to brain processing.",3,"Students construct an explanation tracing the complete mechanism of sensory detection — molecule travel, receptor detection, and neural processing. Engages Constructing Explanations with mechanistic reasoning.",3,"Requires understanding the complete sensory processing pathway: stimulus (scent molecules) → receptor (nose) → signal transmission (nerves) → processing (brain). Goes beyond simple sense identification to mechanistic understanding.",3,"Engages Cause and Effect (scent molecules cause nerve signals which cause brain processing) as a causal chain. Also touches Systems and System Models (nervous system as information processing system).",3.0,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good question requiring mechanistic reasoning about sensory processing. Elevate by asking Part B: Why can the dog detect the scent but the owner cannot? — requiring comparison of sensory structure differences."
Alpha Standardized Science G4.14,7,"A geologist found four rock layers at a cliff site. From bottom to top: Layer 1 contains coral and marine shells; Layer 2 contains fish fossils and sand; Layer 3 contains fern fossils and coal deposits; Layer 4 contains land animal bones and petrified trees. How did the environment change over time?",None,MC,"A) Forest → wetland → shallow water → deep ocean, B) Deep ocean → shallow water → wetland → forest land, C) Shallow water → deep ocean → forest → wetland, D) Wetland → forest → deep ocean → shallow water",B,4,4-ESS1-1,4,"Rich scenario with specific fossil and sediment evidence across four distinct layers. Students must connect each fossil assemblage to an environment AND apply superposition to sequence the changes. Multi-step reasoning required.",4,"Students analyze multiple lines of fossil evidence, apply superposition, and construct a chronological explanation of environmental change. Engages Analyzing and Interpreting Data and Constructing Explanations from Evidence. High practice demand.",4,"Requires deep understanding of both superposition (bottom = oldest) and fossils as indicators of past environments. Four-layer complexity exceeds typical two-layer questions. Synthesis-level application.",3,"Engages Patterns (systematic environmental change over time revealed by fossil patterns in layers) and Stability and Change (environment transitions from one state to another). Students reason with CCC.",3.75,Doing Science,Meets,Meets,Meets,Meets,Strong,"Excellent multi-layered question requiring integration of superposition with fossil evidence interpretation. The four-layer complexity with distinct fossil assemblages creates genuine analytical demand. One of the best items on this test."
Alpha Standardized Science G4.14,8,"Two marble statues were made at the same time from the same type of marble. One was placed in the open for 10 years and now looks rough and pitted. The other was kept under a roof and remains smooth. Why does the outdoor statue look different?",None,MC,"A) Sunlight bleached the marble and caused it to crack, B) Wind carved decorative patterns into the marble surface, C) Temperature changes caused the marble to expand and shrink repeatedly, D) Rain water slowly dissolved the marble surface over time and carried away particles",D,4,4-ESS2-1,4,"Strong comparative scenario with controlled variables — same marble, same age, different exposure. Students must identify chemical weathering as the cause by reasoning about the key difference (rain exposure). Genuine analytical reasoning.",3,"Students analyze a natural experiment (two conditions, one variable) and construct an explanation for the observed difference. Engages Constructing Explanations from comparative evidence.",3,"Requires understanding chemical weathering — that water dissolves rock surfaces over time. Students must connect rain exposure to surface degradation. Applied understanding of Earth surface processes.",3,"Directly engages Cause and Effect — rain water (cause) dissolves marble (effect) over time. Also engages Stability and Change — marble appeared stable but changed slowly. Students reason causally.",3.25,High Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Strong comparative design that isolates the weathering variable. Could elevate by asking students to predict what the outdoor statue would look like after 50 years and explain their reasoning using patterns of change over time."
Alpha Standardized Science G4.14,9,"Two rock formations are studied. Formation A is on a hilltop exposed to wind and has noticeably more loose sediment around it. Formation B is in a valley near a stream and has less loose sediment. Why does Formation A have more sediment around its base?",None,MC,"A) Wind erosion continuously removes particles from Formation A and deposits them nearby, B) The stream near Formation B carries all sediment away while Formation A's sediment stays, C) Formation A is made of softer rock that crumbles naturally, D) Animals on the hilltop dig into the rock and create sediment",A,4,4-ESS2-1,3,"Comparative scenario with two formations in different settings. Students must reason about why a hilltop formation has MORE sediment despite being exposed — wind breaks particles off but deposits them locally. Some reasoning required.",3,"Students analyze comparative evidence from two locations and construct an explanation for the difference. Engages Constructing Explanations from observational evidence.",3,"Requires understanding wind erosion processes — how wind mechanically removes rock particles. Students must connect wind exposure on hilltops to erosion and local deposition.",2,"Engages Cause and Effect (wind causes particle removal and deposition) but the causal reasoning is fairly direct. Does not deeply engage other CCCs.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good comparative erosion question. Strengthen by providing data about wind speed at different elevations and particle sizes at each formation, asking students to identify the pattern and explain the relationship."
Alpha Standardized Science G4.14,10,"A topographic map shows a hill. The contour lines on the east side are very close together while the contour lines on the west side are far apart. What does this pattern show about the hill?","Topographic map showing contour lines close together on east side and far apart on west side",MC,"A) The east side has more vegetation than the west side, B) The east side is steeper than the west side, C) The west side is higher in elevation than the east side, D) The east side receives more rainfall than the west side",B,4,4-ESS2-2,3,"Students must interpret a topographic map convention — close contour lines indicate steep slopes. Requires understanding of map representation of terrain. Visual-spatial reasoning.",3,"Students analyze and interpret data from a topographic map to draw a conclusion about terrain. Engages Analyzing and Interpreting Data from a scientific representation.",3,"Requires understanding that contour line spacing represents slope steepness — a key map-reading skill aligned with Earth science content. Application-level.",3,"Engages Patterns — students must recognize the pattern (close lines = steep) and apply it. Also engages Scale and Proportion — contour intervals represent proportional elevation changes.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good map interpretation question. Could elevate by providing actual elevation data at specific points and asking students to calculate slope differences between the two sides."
